source_id,matrix_id,family,band_id,noise_seed,condition,ecg_id,achieved_snr_0,max_snr_abs_error_db,max_scaled_noise_snr_abs_error_db,max_lead_rms_relative_error,max_scaled_lead_rms_relative_error,effective_cross_lead_correlation,active_lead_count,power_fraction_0_5,power_fraction_5_15,power_fraction_15_40,power_fraction_40_50,crop_mean_removed_rms,crop_to_long_source_power_ratio,crop_demeaning_retained_power_fraction,source_fft_df_hz,source_lowest_retained_hz
limb_only,limb_only,limb_only,legacy_0p5_40,8128,electrode,129,1.3337186936679042e-08,5.66584663630465e-08,5.670627700737896e-08,1.0742398028990072e-08,3.6403764490768444e-09,0.3731681594848295,12,0.10845021783296956,0.25085536961545407,0.6404971798180257,0.00019723273355067342,7.233793844149862e-18,1.0,1.0,0.1,0.5
limb_only,limb_only,limb_only,legacy_0p5_40,8128,independent_rms,129,1.290457229585087e-09,5.317822626693669e-08,5.908562528134098e-08,1.0742398028990072e-08,3.6403764490768444e-09,0.024229979743897043,12,0.1244155540273948,0.24886428195291418,0.62501555050379,0.0017046135159012041,6.033460355012808e-18,1.0,1.0,0.1,0.5
precordial_only,precordial_only,precordial_only,legacy_0p5_40,8128,electrode,129,2.9041589540261975e-09,6.823447407100502e-08,6.127144125400719e-08,8.450126824021904e-09,3.5323463938101618e-09,0.03131754614809332,6,0.12390071155045373,0.24472976441971087,0.6305654174374569,0.000804106592378489,4.479581372914158e-18,1.0,1.0,0.1,0.5
precordial_only,precordial_only,precordial_only,legacy_0p5_40,8128,independent_rms,129,3.867179756111554e-09,5.4303496810348406e-08,6.575948319209601e-08,8.450126824021904e-09,3.5323463938101618e-09,0.026777803164000483,6,0.11804610927570114,0.26167302183644636,0.6189655094430273,0.0013153594448253412,6.033460355012808e-18,1.0,1.0,0.1,0.5
random_00,random_00,randomized,legacy_0p5_40,8128,electrode,129,1.3709480983222132e-08,7.273216517944547e-08,5.386717560895704e-08,6.8582466658340585e-09,8.299550128641662e-09,0.24949975453283155,12,0.11609061976340763,0.24605774459939703,0.6374232213689235,0.00042841426827199897,6.338974866624356e-18,1.0,1.0,0.1,0.5
random_00,random_00,randomized,legacy_0p5_40,8128,independent_rms,129,2.9652645282305216e-09,7.118126177374506e-08,6.534499163990404e-08,6.8582466658340585e-09,8.299550128641662e-09,0.02422997975869103,12,0.12232332360857028,0.2532103591070884,0.622956663444578,0.0015096538397633055,6.033460355012808e-18,1.0,1.0,0.1,0.5
random_01,random_01,randomized,legacy_0p5_40,8128,electrode,129,4.994580782073573e-09,6.531380769558837e-08,5.7583548596085166e-08,7.291309773642233e-09,5.9798190670935805e-09,0.2635212440828774,12,0.11564622211477056,0.2301059211999019,0.6537759532774015,0.0004719034079260804,5.880340382340778e-18,1.0,1.0,0.1,0.5
random_01,random_01,randomized,legacy_0p5_40,8128,independent_rms,129,3.533841645359575e-09,5.796368718335998e-08,5.418776183319096e-08,7.291309773642233e-09,5.9798190670935805e-09,0.024229980347363754,12,0.12202935942658998,0.25373982192219785,0.6226963546916042,0.0015344639596080174,6.033460355012808e-18,1.0,1.0,0.1,0.5
random_02,random_02,randomized,legacy_0p5_40,8128,electrode,129,6.107351031440979e-09,6.185331713481901e-08,5.676001890719817e-08,8.168847370357948e-09,5.288910967735069e-09,0.2950806034020207,12,0.10871863167825752,0.25752101402736044,0.633318366948118,0.000441987346264005,7.917169491724062e-18,1.0,1.0,0.1,0.5
random_02,random_02,randomized,legacy_0p5_40,8128,independent_rms,129,-1.8579480328376436e-09,5.7299299527358016e-08,5.555301996196249e-08,8.168847370357948e-09,5.288910967735069e-09,0.024229980084806074,12,0.12286563854594382,0.25320438195618794,0.6223510066464989,0.0015789728513694765,6.033460355012808e-18,1.0,1.0,0.1,0.5
random_03,random_03,randomized,legacy_0p5_40,8128,electrode,129,-7.496300816282928e-10,6.103979188765152e-08,6.271424979331641e-08,9.330095041186327e-09,6.4199703989170595e-09,0.28959077037203235,12,0.10991797984107901,0.25064352690725133,0.6390992705929095,0.0003392226587601796,9.305585363113818e-18,1.0,1.0,0.1,0.5
random_03,random_03,randomized,legacy_0p5_40,8128,independent_rms,129,-2.2678638703510924e-09,5.1846749116180035e-08,5.911036637940015e-08,9.330095041186327e-09,6.4199703989170595e-09,0.02422997964574459,12,0.12279863098654122,0.2527999298911552,0.622797136668715,0.001604302453588558,6.033460355012808e-18,1.0,1.0,0.1,0.5
random_04,random_04,randomized,legacy_0p5_40,8128,electrode,129,-3.857264062371436e-09,4.480616411228766e-08,5.226846333528101e-08,1.4450009576060513e-08,8.349152523014878e-09,0.26744871163807576,12,0.11680696677632482,0.24512107060742527,0.6376507361794655,0.0004212264367843916,8.204640795236538e-18,1.0,1.0,0.1,0.5
random_04,random_04,randomized,legacy_0p5_40,8128,independent_rms,129,1.1244073674695094e-08,7.707485494279354e-08,7.560417714103096e-08,1.4450009576060513e-08,8.349152523014878e-09,0.024229980141752417,12,0.12197411065803926,0.2536918169348008,0.622776123620195,0.0015579487869651033,6.033460355012808e-18,1.0,1.0,0.1,0.5
band_0p05_5,standard,standard,band_0p05_5,8128,electrode,129,-5.765472840693735e-11,6.172213851129982e-08,6.111863903868198e-08,9.064235870008259e-09,4.692422689547646e-09,0.2384856552400753,12,0.9864483653499861,0.013138014281824296,0.0003464544796910568,6.716588849849641e-05,0.018729491795084756,1.0503232889205114,0.9978982289314391,0.01,0.05
band_0p05_5,standard,standard,band_0p05_5,8128,independent_rms,129,1.4997008605204705e-09,7.502751309118594e-08,6.522477669079763e-08,9.064235870008259e-09,4.692422689547646e-09,0.07764882613440524,12,0.9776982764843195,0.021644548079327076,0.0005511803302774841,0.0001059951060761556,0.0211718616339168,0.9905793276686238,0.995492420101063,0.01,0.05
band_5_15,standard,standard,band_5_15,8128,electrode,129,8.102587951211558e-09,6.306914990261703e-08,6.735721491679669e-08,1.2358644864938526e-08,6.3015157668270054e-09,0.22157795382740428,12,0.0007978069416414321,0.9887670838853213,0.010285270057451773,0.00014983911558531836,0.0006275924696826345,0.9712349665448806,0.9999986882297095,0.01,5.0
band_5_15,standard,standard,band_5_15,8128,independent_rms,129,3.1255029659254516e-09,4.579868040366364e-08,5.00879941967014e-08,1.2358644864938526e-08,6.3015157668270054e-09,0.0596782168701138,12,0.00282302136771906,0.989005184595773,0.008119666363445304,5.212767306253877e-05,0.0014876863509485957,1.0054399660154116,0.9999889602991058,0.01,5.0
band_15_40,standard,standard,band_15_40,8128,electrode,129,-6.870501958141948e-09,5.454505469515425e-08,5.734217722874746e-08,1.7018525792881445e-08,4.993725799477266e-09,0.1931165251017739,12,0.00038259707357601245,0.001842442661573377,0.9946743981530457,0.003100562111804772,0.0016960424645199687,1.001653041276713,0.9999962410699647,0.01,15.0
band_15_40,standard,standard,band_15_40,8128,independent_rms,129,2.650955491295239e-09,6.678746267141378e-08,5.753742016167962e-08,1.7018525792881445e-08,4.993725799477266e-09,0.03310426656628459,12,0.00012078141843895301,0.0011758730700933957,0.9952942109316574,0.0034091345798104057,0.0007860851579567634,0.984239623023285,0.9999987406036591,0.01,15.0
band_0p5_40,standard,standard,band_0p5_40,8128,electrode,129,-3.1813515112770464e-09,4.5198856213346517e-08,6.165758748011285e-08,1.139187938809251e-08,5.6479154732079234e-09,0.19172649835378056,12,0.12192614249498705,0.24669724086649156,0.6294464350417148,0.0019301815968065645,0.004781381817859983,0.9976700778829304,0.9999811823963785,0.01,0.5
band_0p5_40,standard,standard,band_0p5_40,8128,independent_rms,129,1.1416772187247164e-08,5.28075023709107e-08,6.388924234101978e-08,1.139187938809251e-08,5.6479154732079234e-09,0.03288361159735171,12,0.1130975573742966,0.25553006322486255,0.6290270657248288,0.00234531367601229,0.004734478226154927,0.9901537678218599,0.9999712821964688,0.01,0.5
standard,standard,standard,legacy_0p5_40,8128,electrode,132,-2.200858540630631e-09,1.8169971482961955e-07,1.5613229109590065e-07,2.5591331791155117e-08,6.65892631080151e-09,0.2030824878679445,12,0.10845958629389083,0.2550187323832859,0.6339922505647689,0.0025294307580542887,3.550399960757109e-18,1.0,1.0,0.1,0.5
standard,standard,standard,legacy_0p5_40,8128,independent_rms,132,-2.3431532551784752e-09,1.585129112413597e-07,1.557833044785184e-07,2.5591331791155117e-08,6.65892631080151e-09,0.02881825522192281,12,0.11685874832315023,0.2467275147228509,0.6334678201740044,0.0029459167799945436,6.978232318804338e-18,1.0,1.0,0.1,0.5
limb_only,limb_only,limb_only,legacy_0p5_40,8128,electrode,132,-7.414889404257011e-09,5.6559203542860814e-08,4.359462479897047e-08,8.693989421558648e-09,3.311584455734735e-09,0.3618431706618019,12,0.10727804786839851,0.2588136225725559,0.6314100487391162,0.0024982808199292264,3.0740683565041356e-18,1.0,1.0,0.1,0.5
limb_only,limb_only,limb_only,legacy_0p5_40,8128,independent_rms,132,-4.826607479211118e-09,5.2257789207033056e-08,4.6928745334184896e-08,8.693989421558648e-09,3.311584455734735e-09,0.028818255446337863,12,0.12131013031090548,0.24861616084680346,0.626758684490912,0.0033150243513789856,6.978232318804338e-18,1.0,1.0,0.1,0.5
precordial_only,precordial_only,precordial_only,legacy_0p5_40,8128,electrode,132,5.0617616192806935e-09,5.877579312141279e-08,5.2923972759799653e-08,5.7447563323266456e-09,2.8638945551440107e-09,0.02595747674471501,6,0.12006768989887753,0.2458918179153629,0.6317769349313419,0.002263557254417637,5.259614447833581e-18,1.0,1.0,0.1,0.5
precordial_only,precordial_only,precordial_only,legacy_0p5_40,8128,independent_rms,132,6.01171289075153e-09,6.649830908145304e-08,6.52544187573767e-08,5.7447563323266456e-09,2.8638945551440107e-09,0.0252562630821673,6,0.10712035905212595,0.2423623132949865,0.648378073090605,0.0021392545622823363,6.978232318804338e-18,1.0,1.0,0.1,0.5
random_00,random_00,randomized,legacy_0p5_40,8128,electrode,132,8.774126319042067e-10,6.996866375175159e-08,5.322818630304482e-08,1.1487947329439032e-08,4.598438093319984e-09,0.25633257630235246,12,0.10910099452932762,0.25381827178597277,0.6341883438342639,0.0028923898504357127,4.810824101651507e-18,1.0,1.0,0.1,0.5
random_00,random_00,randomized,legacy_0p5_40,8128,independent_rms,132,1.9438238037204474e-09,5.53421042326363e-08,5.99904126374895e-08,1.1487947329439032e-08,4.598438093319984e-09,0.02881825513850389,12,0.11675849257496337,0.246635478613041,0.6335704484358209,0.003035580376174652,6.978232318804338e-18,1.0,1.0,0.1,0.5
random_01,random_01,randomized,legacy_0p5_40,8128,electrode,132,-2.779828214823464e-10,5.33804325186793e-08,5.968243144138796e-08,9.60423321078886e-09,3.776529097319681e-09,0.2802183115435371,12,0.10418179205587602,0.2483881957639411,0.6446900595738397,0.0027399526063430525,6.4277982164152056e-18,1.0,1.0,0.1,0.5
random_01,random_01,randomized,legacy_0p5_40,8128,independent_rms,132,9.69997712045788e-11,5.4895954448852535e-08,5.2977810582888196e-08,9.60423321078886e-09,3.776529097319681e-09,0.028818254651349993,12,0.11680233331697526,0.24676160392402077,0.6335050126593208,0.0029310500996833945,6.978232318804338e-18,1.0,1.0,0.1,0.5
random_02,random_02,randomized,legacy_0p5_40,8128,electrode,132,8.089688142715522e-09,5.7882934001440844e-08,6.645873895649856e-08,1.0623424214077416e-08,6.610968452965723e-09,0.2910886071078319,12,0.11441556820255384,0.25005084886987655,0.6327812069296989,0.0027523759978708576,4.39625888431457e-18,1.0,1.0,0.1,0.5
random_02,random_02,randomized,legacy_0p5_40,8128,independent_rms,132,1.100990990646195e-09,6.324032142401848e-08,6.089996062996761e-08,1.0623424214077416e-08,6.610968452965723e-09,0.028818254793284346,12,0.1167853642651005,0.24666550522256564,0.6335862872677032,0.0029628432446305677,6.978232318804338e-18,1.0,1.0,0.1,0.5
random_03,random_03,randomized,legacy_0p5_40,8128,electrode,132,2.796250710589703e-09,7.233773402504085e-08,5.9301267896216814e-08,1.0216663293453128e-08,4.8717229494102565e-09,0.29311193039648764,12,0.11231886939981502,0.25414556031020297,0.6306798097632372,0.002855760526744794,8.04790452472465e-18,1.0,1.0,0.1,0.5
random_03,random_03,randomized,legacy_0p5_40,8128,independent_rms,132,1.0103036095682618e-08,7.038625504662832e-08,6.438212807324817e-08,1.0216663293453128e-08,4.8717229494102565e-09,0.028818255163439294,12,0.11703869104569353,0.24678065298724852,0.6332117769893005,0.0029688789777574,6.978232318804338e-18,1.0,1.0,0.1,0.5
random_04,random_04,randomized,legacy_0p5_40,8128,electrode,132,2.4223365929681846e-09,6.562294174727867e-08,5.477334141801293e-08,6.708894914051468e-09,3.975571882146111e-09,0.26031944581184524,12,0.10368304701248375,0.2536621227961568,0.6403163230007411,0.0023385071906183146,6.449494410278706e-18,1.0,1.0,0.1,0.5
random_04,random_04,randomized,legacy_0p5_40,8128,independent_rms,132,-2.7123088993557994e-09,6.226832560685125e-08,6.356124515605188e-08,6.708894914051468e-09,3.975571882146111e-09,0.028818254978402024,12,0.11729607027992377,0.24683741739991294,0.6329747130113389,0.00289179930882427,6.978232318804338e-18,1.0,1.0,0.1,0.5
band_0p05_5,standard,standard,band_0p05_5,8128,electrode,132,-9.037850596421794e-10,5.3621002749082436e-08,5.635289390681919e-08,9.426770681060908e-09,4.131206840482661e-09,0.19873793495073458,12,0.984595692102595,0.014469316323170445,0.0007870779325842703,0.00014791364165030516,0.02055293000759625,1.0217656072035883,0.9972886261836843,0.01,0.05
band_0p05_5,standard,standard,band_0p05_5,8128,independent_rms,132,-4.1151339061116716e-09,5.405107650346963e-08,5.713005357677048e-08,9.426770681060908e-09,4.131206840482661e-09,0.08681377727481317,12,0.9865927670847433,0.0128827424097671,0.00044054116133071514,8.39493441587782e-05,0.01884234306968763,0.9850109530788901,0.9964029253809995,0.01,0.05
band_5_15,standard,standard,band_5_15,8128,electrode,132,5.454943963760008e-09,6.057399737358082e-08,5.295775551417137e-08,1.2747945659347405e-08,3.825738221651541e-09,0.2327843454823443,12,0.0021061700013082518,0.9873851744822341,0.010391210984948246,0.00011744453150912058,0.0017519536009900835,1.1091174536554085,0.9999911181196052,0.01,5.0
band_5_15,standard,standard,band_5_15,8128,independent_rms,132,7.77362403016512e-09,5.2023423791069945e-08,5.980466610822077e-08,1.2747945659347405e-08,3.825738221651541e-09,0.05904047001985552,12,0.0021114481970765818,0.9928045481972243,0.005005888752737472,7.811485296175837e-05,0.0012122129781142218,0.9841196149313326,0.9999925238050368,0.01,5.0
band_15_40,standard,standard,band_15_40,8128,electrode,132,-5.4027550502203065e-09,4.867929703777918e-08,5.3576343361783074e-08,1.3007156823769252e-08,3.6772619921602477e-09,0.21141173031759752,12,0.00019531180490430563,0.001414387678731842,0.9954295537218195,0.0029607467945444543,0.001200114644081839,0.9768323572009583,0.9999980870339491,0.01,15.0
band_15_40,standard,standard,band_15_40,8128,independent_rms,132,9.340573228064659e-09,6.901191085262326e-08,5.493607346807039e-08,1.3007156823769252e-08,3.6772619921602477e-09,0.042758499967440314,12,0.00013238255759200822,0.0010868793816001699,0.9943520863093446,0.004428651751463095,0.0007502247238942212,0.980852940136365,0.9999988621734756,0.01,15.0
band_0p5_40,standard,standard,band_0p5_40,8128,electrode,132,5.208556367703195e-09,4.5776511470307923e-08,5.6218091515347623e-08,1.0174940228674927e-08,6.210508584915634e-09,0.20053182378205753,12,0.11480395877059155,0.2772566900315777,0.6058599998049383,0.0020793513928924357,0.006083605287802655,1.0223563930136477,0.9999703128319352,0.01,0.5
band_0p5_40,standard,standard,band_0p5_40,8128,independent_rms,132,3.79774335694366e-09,5.695471649858064e-08,5.647400946884318e-08,1.0174940228674927e-08,6.210508584915634e-09,0.033914726107800844,12,0.10904944792294663,0.25362468152098894,0.6345044136539894,0.0028214569020751246,0.005276849947978667,0.9772092592803222,0.9999641415197553,0.01,0.5
standard,standard,standard,legacy_0p5_40,8128,electrode,157,2.0713860052646148e-09,1.3231952777914557e-07,1.4197704700791292e-07,2.7720735534958523e-08,4.9247604492657655e-09,0.18680749419642004,12,0.10643198570060906,0.24421766091248615,0.6477518931398925,0.0015984602470123798,6.571920157826811e-18,1.0,1.0,0.1,0.5
standard,standard,standard,legacy_0p5_40,8128,independent_rms,157,6.0140697070765235e-09,1.440370027694371e-07,1.4942069981316308e-07,2.7720735534958523e-08,4.9247604492657655e-09,0.028148516124127887,12,0.11377388162372765,0.25698375447026217,0.6276531366068144,0.0015892272991958722,5.3383143595248355e-18,1.0,1.0,0.1,0.5
limb_only,limb_only,limb_only,legacy_0p5_40,8128,electrode,157,-8.814282371071445e-09,4.146776433344712e-08,5.520716328533126e-08,1.0092337542781719e-08,7.0120650271115975e-09,0.36636862149520777,12,0.10954188020994046,0.24972376161123716,0.6401453131275605,0.000589045051261874,6.10252476990537e-18,1.0,1.0,0.1,0.5
limb_only,limb_only,limb_only,legacy_0p5_40,8128,independent_rms,157,3.0385476306297836e-10,4.520201102309329e-08,5.3725710102980884e-08,1.0092337542781719e-08,7.0120650271115975e-09,0.02814851510201381,12,0.11397045651928801,0.2613442161255892,0.6231866764172957,0.0014986509378270025,5.3383143595248355e-18,1.0,1.0,0.1,0.5
precordial_only,precordial_only,precordial_only,legacy_0p5_40,8128,electrode,157,5.5484046530450225e-09,5.5006397658985406e-08,6.427365484285019e-08,8.966350537486996e-09,5.820038863980509e-09,0.03209153250847283,6,0.10042457362205551,0.24361983381880037,0.652216721350586,0.00373887120855788,3.888423075841421e-18,1.0,1.0,0.1,0.5
precordial_only,precordial_only,precordial_only,legacy_0p5_40,8128,independent_rms,157,-4.964361657963535e-09,5.468166008881781e-08,4.852854118553296e-08,8.966350537486996e-09,5.820038863980509e-09,0.028192382456605034,6,0.1130462836803829,0.24847617787740328,0.63668574971183,0.0017917887303838308,5.3383143595248355e-18,1.0,1.0,0.1,0.5
random_00,random_00,randomized,legacy_0p5_40,8128,electrode,157,2.8817585913205532e-09,5.255982671314996e-08,5.33972581706621e-08,1.1414705212931927e-08,7.113216773460853e-09,0.24096654151701136,12,0.10562479630003935,0.25123567581146083,0.6411418897652581,0.001997638123241701,5.570325747987557e-18,1.0,1.0,0.1,0.5
random_00,random_00,randomized,legacy_0p5_40,8128,independent_rms,157,-4.326079091194831e-10,3.707658180474027e-08,5.433251359932001e-08,1.1414705212931927e-08,7.113216773460853e-09,0.028148515769410663,12,0.11395180882571819,0.25643839055116546,0.6279986602765194,0.001611140346596983,5.3383143595248355e-18,1.0,1.0,0.1,0.5
random_01,random_01,randomized,legacy_0p5_40,8128,electrode,157,-4.745359514918334e-09,6.244646044706315e-08,6.054907686348088e-08,9.543849810455691e-09,4.231365148579347e-09,0.25666528175220754,12,0.10123126462338762,0.2529943195826095,0.6433674876031468,0.0024069281908561686,1.0744144721537466e-17,1.0,1.0,0.1,0.5
random_01,random_01,randomized,legacy_0p5_40,8128,independent_rms,157,9.111735427755307e-09,8.926376082740717e-08,7.031389692713219e-08,9.543849810455691e-09,4.231365148579347e-09,0.028148515689019552,12,0.11341259896955302,0.25691578367339124,0.6280279486488846,0.001643668708171235,5.3383143595248355e-18,1.0,1.0,0.1,0.5
random_02,random_02,randomized,legacy_0p5_40,8128,electrode,157,8.520429113014501e-09,6.075260294835516e-08,5.2408461570507825e-08,1.1186541184368046e-08,3.942949209087813e-09,0.2976595132029754,12,0.10201610147259378,0.24801972758543692,0.6480889500090874,0.0018752209328819743,8.859551911326591e-18,1.0,1.0,0.1,0.5
random_02,random_02,randomized,legacy_0p5_40,8128,independent_rms,157,3.861710090726131e-09,5.397954971897434e-08,5.6463921538352224e-08,1.1186541184368046e-08,3.942949209087813e-09,0.028148515959279086,12,0.11386831373366958,0.25691828475444123,0.6275977210912491,0.0016156804206401449,5.3383143595248355e-18,1.0,1.0,0.1,0.5
random_03,random_03,randomized,legacy_0p5_40,8128,electrode,157,4.044044163608603e-09,6.056493084827252e-08,5.670506553201449e-08,5.032278844891757e-09,4.824884428452791e-09,0.2939731454250093,12,0.10887435130029548,0.24327065724812863,0.6463181081028481,0.0015368833487277485,7.89117910745179e-18,1.0,1.0,0.1,0.5
random_03,random_03,randomized,legacy_0p5_40,8128,independent_rms,157,2.2618840745498468e-09,5.958437299113939e-08,6.878524594355895e-08,5.032278844891757e-09,4.824884428452791e-09,0.028148515822613695,12,0.11360079479877684,0.2565894356813601,0.6281991167226456,0.0016106527972173958,5.3383143595248355e-18,1.0,1.0,0.1,0.5
random_04,random_04,randomized,legacy_0p5_40,8128,electrode,157,8.201180798176071e-10,6.589933754241883e-08,5.96372942140988e-08,1.370701220397642e-08,5.813216487874527e-09,0.2515590586566593,12,0.10630336224768783,0.24711817578712852,0.6448722450695707,0.0017062168956129282,6.138773723350244e-18,1.0,1.0,0.1,0.5
random_04,random_04,randomized,legacy_0p5_40,8128,independent_rms,157,1.4041794033529696e-09,5.87834581011748e-08,5.016390858259001e-08,1.370701220397642e-08,5.813216487874527e-09,0.02814851607953685,12,0.11359766272711297,0.2571512598412709,0.6276823011871355,0.0015687762444802787,5.3383143595248355e-18,1.0,1.0,0.1,0.5
band_0p05_5,standard,standard,band_0p05_5,8128,electrode,157,2.2806064923031876e-09,5.424905324957763e-08,5.9251473061294746e-08,1.4593924712420447e-08,5.2107376059426394e-09,0.21269836003259368,12,0.9923617721998047,0.0073369384096528215,0.00025410312716058907,4.718626338187231e-05,0.020318762335561843,0.9698476090682108,0.9971980316698457,0.01,0.05
band_0p05_5,standard,standard,band_0p05_5,8128,independent_rms,157,-2.3360905208096342e-09,7.363206222521512e-08,6.091335613689353e-08,1.4593924712420447e-08,5.2107376059426394e-09,0.06898647176768115,12,0.9851798193062449,0.01392709019595433,0.0007490738637479322,0.00014401663405272776,0.012339653455384451,1.005604897044527,0.998462435184059,0.01,0.05
band_5_15,standard,standard,band_5_15,8128,electrode,157,-2.2374026943218073e-09,5.616022136223364e-08,6.110797556857506e-08,8.65527717352038e-09,4.591743774813987e-09,0.21584811706421628,12,0.0020424334443538625,0.9910968667485199,0.006696766112051981,0.00016393369507432604,0.0016476082439955367,0.9725701188384471,0.9999906410970952,0.01,5.0
band_5_15,standard,standard,band_5_15,8128,independent_rms,157,3.9281734683163095e-09,5.513209266894137e-08,6.551608855431823e-08,8.65527717352038e-09,4.591743774813987e-09,0.0446169939057586,12,0.002856407633373765,0.9887999906804852,0.008295474903687022,4.8126782454094037e-05,0.0014522206841866704,0.9900971236374385,0.9999893163882273,0.01,5.0
band_15_40,standard,standard,band_15_40,8128,electrode,157,6.445101908779987e-10,7.030028115195819e-08,6.075024572282928e-08,1.1349220074515828e-08,7.287441623575133e-09,0.19988811387268204,12,6.585930854442007e-05,0.0005773916481251366,0.9960515542682192,0.0033051947751112226,0.0007140903638763564,1.0195978870099898,0.9999993611421497,0.01,15.0
band_15_40,standard,standard,band_15_40,8128,independent_rms,157,-1.1165682546602554e-09,5.364941912944232e-08,6.20456042099704e-08,1.1349220074515828e-08,7.287441623575133e-09,0.038761368787005826,12,8.009493990955765e-05,0.0005195506617436195,0.9946627450476766,0.00473760935067009,0.0006274861223726418,0.9676842822209418,0.9999991890713429,0.01,15.0
band_0p5_40,standard,standard,band_0p5_40,8128,electrode,157,-5.130932834437284e-09,5.4931618365117174e-08,5.430318417154467e-08,1.56122458207289e-08,6.24621075592254e-09,0.19620663293565518,12,0.11261287602443204,0.23574968735811863,0.6495424316554139,0.002095004962035411,0.009366973337329476,1.0055397142553073,0.9999284142834927,0.01,0.5
band_0p5_40,standard,standard,band_0p5_40,8128,independent_rms,157,-3.058114800436609e-09,6.850657996437803e-08,6.078356307170907e-08,1.56122458207289e-08,6.24621075592254e-09,0.030564075125511275,12,0.11637518529280008,0.25377789087723884,0.6268792929570475,0.0029676308729137363,0.00490057731374116,0.9781107041370666,0.9999689593970406,0.01,0.5
standard,standard,standard,legacy_0p5_40,8128,electrode,160,9.98371117957473e-09,1.3732478976180573e-07,1.486772589487373e-07,1.9940761084611143e-08,5.961748671916585e-09,0.19138751340037397,12,0.11084358910384982,0.2667295917642773,0.6202371941792727,0.0021896249526001835,8.643593093459841e-18,1.0,1.0,0.1,0.5
standard,standard,standard,legacy_0p5_40,8128,independent_rms,160,9.725833622036608e-09,1.6171548367083233e-07,1.4488185584582425e-07,1.9940761084611143e-08,5.961748671916585e-09,0.026043936827122312,12,0.11072959449531501,0.24342883550780903,0.6437179488085591,0.0021236211883167953,6.1867752913299815e-18,1.0,1.0,0.1,0.5
limb_only,limb_only,limb_only,legacy_0p5_40,8128,electrode,160,-5.417394020303607e-10,5.4648289449232834e-08,6.008956887626482e-08,1.1911942164160272e-08,4.928937941456081e-09,0.3571512269192727,12,0.10981808817316889,0.2707161104304535,0.6165648644719685,0.0029009369244090712,7.566911789976925e-18,1.0,1.0,0.1,0.5
limb_only,limb_only,limb_only,legacy_0p5_40,8128,independent_rms,160,4.238063956711724e-09,7.741818031092862e-08,6.515386274941193e-08,1.1911942164160272e-08,4.928937941456081e-09,0.026043937146263584,12,0.1150540719115875,0.24285381843868573,0.6402634411269099,0.0018286685228167895,6.1867752913299815e-18,1.0,1.0,0.1,0.5
precordial_only,precordial_only,precordial_only,legacy_0p5_40,8128,electrode,160,6.547631129221343e-09,7.224884512879726e-08,6.934238783173896e-08,8.155873612648682e-09,7.620594796010686e-09,0.02562447396331391,6,0.11492219599193042,0.2668613561999837,0.6169510138212939,0.0012654339867920969,4.47223779195506e-18,1.0,1.0,0.1,0.5
precordial_only,precordial_only,precordial_only,legacy_0p5_40,8128,independent_rms,160,7.304123845994255e-09,5.136655545356916e-08,5.363032684613245e-08,8.155873612648682e-09,7.620594796010686e-09,0.027549480801439534,6,0.10145075508910222,0.2444303954587964,0.651365214704239,0.0027536347478622704,6.1867752913299815e-18,1.0,1.0,0.1,0.5
random_00,random_00,randomized,legacy_0p5_40,8128,electrode,160,-1.2383947827635645e-08,6.076044911651479e-08,5.536802127892315e-08,8.774248274783698e-09,4.539594800547135e-09,0.24850538098028932,12,0.10762290220902167,0.27368523685927243,0.6158176811246047,0.0028741798071011963,6.053855208740364e-18,1.0,1.0,0.1,0.5
random_00,random_00,randomized,legacy_0p5_40,8128,independent_rms,160,1.7165752146855992e-09,5.1284088087300006e-08,5.1416598978448746e-08,8.774248274783698e-09,4.539594800547135e-09,0.026043936847138436,12,0.11041369669583348,0.2435468699891289,0.6439083227859455,0.0021311105290920656,6.1867752913299815e-18,1.0,1.0,0.1,0.5
random_01,random_01,randomized,legacy_0p5_40,8128,electrode,160,-1.2885874489472085e-08,4.89515432633425e-08,5.20016456562189e-08,1.463707383941801e-08,3.700012250718874e-09,0.2616901358633947,12,0.11235699901285284,0.2786020872681944,0.6065221666952122,0.0025187470237404575,9.160517386746512e-18,1.0,1.0,0.1,0.5
random_01,random_01,randomized,legacy_0p5_40,8128,independent_rms,160,-1.2491816035693163e-09,5.6338393505939166e-08,5.382659828967462e-08,1.463707383941801e-08,3.700012250718874e-09,0.02604393699344827,12,0.11040881372628754,0.2434151927264336,0.6440327473766035,0.002143246170675333,6.1867752913299815e-18,1.0,1.0,0.1,0.5
random_02,random_02,randomized,legacy_0p5_40,8128,electrode,160,-4.464117748473473e-09,5.305560257795605e-08,5.568908889586055e-08,8.748570348445483e-09,6.346656342865749e-09,0.2977441696761837,12,0.10667566209282683,0.268757335128915,0.6231348441652494,0.001432158613008655,7.602663737771862e-18,1.0,1.0,0.1,0.5
random_02,random_02,randomized,legacy_0p5_40,8128,independent_rms,160,-7.3234610348342235e-09,4.5362572365093e-08,4.452020618828101e-08,8.748570348445483e-09,6.346656342865749e-09,0.02604393679749898,12,0.11048910591549878,0.2434071071868149,0.6440022044165573,0.0021015824811290275,6.1867752913299815e-18,1.0,1.0,0.1,0.5
