kind,ecg_id,rank,jitter,min_eigenvalue,eigenvalue_tolerance,factor_residual
ma,223,8,0.0,-2.9963657030842947e-17,2.1203924040781828e-14,1.229832755695921e-16
ma,228,8,0.0,-1.2060658762759105e-18,3.783263765614599e-15,6.9158530770928904e-18
ma,233,8,0.0,-4.7658050242793625e-18,7.606588297171595e-15,1.800169484572654e-17
ma,234,8,0.0,-3.3280342629517153e-18,1.197450524815949e-14,3.073561525901451e-17
ma,238,8,0.0,-1.5309453088038361e-18,5.598032888591028e-15,2.976448478846947e-17
ma,262,8,0.0,-1.8915094738682663e-18,2.401642957786634e-15,9.311136052541383e-18
ma,266,8,0.0,-4.986736410970517e-18,1.471931650857474e-14,3.62399707730166e-17
ma,281,8,0.0,-6.030933878393863e-18,1.1907641653107374e-14,6.119865544489123e-17
ma,287,8,0.0,-6.293193118601486e-19,8.88290869071052e-15,2.138094088682434e-17
ma,293,8,0.0,-1.3939025344507142e-17,1.3855925602694213e-14,3.542737537322215e-17
ma,295,8,0.0,-2.82731868232727e-18,4.473120241797359e-15,1.6748774320772527e-17
ma,303,8,0.0,-1.4517298416277542e-18,4.1766394918911915e-15,1.7718841353814034e-17
ma,326,8,0.0,-2.349775072008835e-18,5.335122405439979e-15,9.040100251024173e-18
ma,343,8,0.0,-1.4698180719679503e-17,1.9235142207034524e-14,3.417866011470789e-17
ma,352,8,0.0,-4.487510144945493e-18,1.1799814017252899e-14,2.608008851806682e-17
ma,354,8,0.0,-3.2709842955762933e-18,7.171486773775474e-15,1.3760187228330143e-17
ma,360,8,0.0,-4.598879566355445e-18,1.3199253915289237e-14,4.121911514868288e-17
ma,365,8,0.0,-6.862558720402585e-18,9.098960646849141e-15,6.075664460094886e-17
ma,368,8,0.0,-5.750835485670074e-18,7.027086254200595e-15,2.781936066674777e-17
ma,383,8,0.0,-7.809883076168561e-18,8.737123041774344e-15,4.00601659775982e-17
ma,386,8,0.0,-1.235238392150387e-17,2.966268834986241e-14,4.266965772187099e-17
ma,387,8,0.0,-6.9318833163305405e-18,9.309704946946774e-15,3.279659018990966e-17
ma,398,8,0.0,-2.89140723529855e-18,5.2590064528209485e-15,1.784388423908509e-17
ma,406,8,0.0,-1.0715791672584245e-18,5.953489645684895e-15,3.285627250589835e-17
ma,414,8,0.0,-8.585664056856827e-18,1.0766575484095793e-14,2.577754436702402e-17
ma,419,8,0.0,-4.850961452905012e-18,1.0545583935884093e-14,1.608419370633794e-17
ma,425,8,0.0,-1.7866611975525052e-17,2.9580155170330716e-14,1.1099712684768084e-16
ma,437,8,0.0,-5.726700700022993e-18,1.0214509620098417e-14,3.8650107424467353e-17
ma,441,8,0.0,-1.9563296055266682e-18,6.05899986616285e-15,1.7910827987337242e-17
ma,445,8,0.0,-3.869258928281005e-18,6.7577569168557126e-15,2.7828768964332387e-17
ma,483,8,0.0,-3.2054960224838285e-18,7.236661727615885e-15,2.6390553254507653e-17
ma,491,8,0.0,-9.204377730374942e-18,6.6740873873492286e-15,1.757110813269647e-17
ma,515,8,0.0,-1.5552290742947276e-18,3.1650484512644315e-15,1.0535116302694747e-17
ma,520,8,0.0,-1.3203507357002133e-18,9.95245851163339e-15,2.822622681245201e-17
ma,524,8,0.0,-6.262768033176517e-18,1.9216866189381997e-14,5.236908252540564e-17
ma,529,8,0.0,-4.078222692841036e-18,5.8835012213196326e-15,2.1171141036535144e-17
ma,537,8,0.0,-2.288529130387682e-18,1.3112704963140928e-14,2.6385027089280784e-17
ma,544,8,0.0,-1.4303180983519178e-17,6.013176558131601e-14,3.357390417021685e-16
ma,545,8,0.0,-5.73144818258362e-17,4.887840851689221e-14,1.8666379234998298e-16
ma,553,8,0.0,-2.7208033935884093e-18,4.531848238187572e-15,1.393322474185707e-17
ma,554,8,0.0,-9.763338853327119e-18,1.0777422850571595e-14,4.891944107598559e-17
ma,558,8,0.0,-2.2164758426782254e-17,2.08743959034017e-14,9.05403291309631e-17
ma,563,8,0.0,-3.888368208152434e-18,1.6201587401623603e-14,3.954169454107732e-17
ma,574,8,0.0,-2.5005369389775953e-18,8.221038489674809e-15,1.498366817817926e-17
ma,587,8,0.0,-2.0668523008990127e-18,4.2916742016090536e-15,2.2630397738126844e-17
ma,601,8,0.0,-2.7870166230603197e-17,6.09307062486613e-14,1.7669402171419017e-16
ma,612,8,0.0,-1.5028307628849155e-18,7.837497461345062e-15,1.22744949280719e-17
ma,615,8,0.0,-5.684316297445016e-19,5.6984504281991134e-15,2.4268445050980768e-17
ma,627,8,0.0,-3.13432072359641e-18,8.320566172587918e-15,1.595626052651493e-17
ma,633,8,0.0,-2.668948235502117e-18,8.616112818149075e-15,3.3365601446706285e-17
ma,662,8,0.0,-1.3170095423346317e-18,9.219137156340006e-15,1.5166104472096862e-17
ma,673,8,0.0,-1.9391958191151837e-18,6.012307865196613e-15,9.08059528927034e-18
ma,705,8,0.0,-3.725860959506023e-18,8.703955640253771e-15,1.892392475016377e-17
ma,716,8,0.0,-3.4071176791182203e-18,5.442818642094863e-15,1.6036989476955016e-17
ma,717,8,0.0,-3.487765665380549e-18,1.1205976931332775e-14,1.7652238155087033e-17
ma,722,8,0.0,-2.872916062509366e-18,9.107768071977092e-15,1.4250496200289863e-17
ma,728,8,0.0,-3.0639524500417105e-18,5.491183235511396e-15,1.3952970091818703e-17
ma,748,8,0.0,-8.849537162593557e-19,8.5689698116274e-15,1.2646091952273088e-17
ma,771,8,0.0,-2.573413640294114e-19,3.884551218020524e-15,8.24713210427576e-18
ma,772,8,0.0,-8.246740651965158e-19,7.171952414695112e-15,1.8848802928321397e-17
ma,776,8,0.0,-4.6460296501385906e-18,4.772300754962296e-15,1.6350624842957144e-17
ma,787,8,0.0,-3.296753342727627e-18,4.616225083906776e-15,9.568104568140322e-18
ma,792,8,0.0,-4.040707362729045e-18,9.234141215770391e-15,1.5284790434141568e-17
ma,796,8,0.0,-1.1780045429906771e-17,2.8313546514480315e-14,8.085738913450759e-17
ma,798,8,0.0,-1.8322136857293248e-17,3.9300343755404003e-14,1.909592399508546e-16
ma,800,8,0.0,-8.5244496933392e-19,2.289399044248923e-15,7.672765747941944e-18
ma,814,8,0.0,-9.508136635544817e-18,2.0139660264922673e-14,5.858057876565274e-17
ma,818,8,0.0,-8.618034211644146e-18,1.2061306126147484e-14,2.070207426392139e-17
ma,823,8,0.0,-2.5711247403668797e-18,4.910415331019836e-15,2.48538554545734e-17
ma,839,8,0.0,-1.0644288166844483e-17,1.1722736406651748e-14,3.164990699569926e-17
ma,843,8,0.0,-5.8836451753209955e-18,5.117939881797975e-15,1.2788301355463546e-17
ma,849,8,0.0,-2.909812388465408e-17,3.759393544450401e-14,1.0390645412607417e-16
ma,856,8,0.0,-3.816311124800805e-18,9.759513062916403e-15,2.4117923098482267e-17
ma,866,8,0.0,-7.139134643982943e-18,9.057903254486115e-15,3.741872688752157e-17
ma,868,8,0.0,-1.0803509466473734e-18,4.9068644792540486e-15,1.3985344550094122e-17
ma,881,8,0.0,8.522726954847745e-20,9.728841691983525e-15,1.8889543331405958e-17
ma,885,8,0.0,-4.210693229313679e-18,4.708461605576646e-15,2.0940281573350612e-17
ma,889,8,0.0,-2.1357876494466796e-18,7.080665057950833e-15,3.4921482937246624e-17
ma,901,8,0.0,-2.173423308040142e-18,4.666529338158045e-15,9.43532788330155e-18
ma,902,8,0.0,-1.0362864070268996e-17,6.866192139551062e-15,2.1764650279048137e-17
ma,904,8,0.0,-2.0760186114244603e-18,1.1897850126951263e-14,7.1933954633288e-17
ma,913,8,0.0,-1.4785184774974392e-18,4.864668445945008e-15,1.9419518853098928e-17
ma,925,8,0.0,-7.43630665869554e-18,1.1550091497431511e-14,5.201377999334514e-17
ma,927,8,0.0,-3.017907591229196e-18,4.480094934476488e-15,1.5312472608847035e-17
ma,946,8,0.0,-2.1618285727151633e-17,2.505334885886965e-14,9.50440695757988e-17
ma,954,8,0.0,-6.2895223417626754e-18,1.586716564545444e-14,3.263132363893064e-17
ma,966,8,0.0,-7.392115311199882e-19,6.232700280843132e-15,3.6538570903541846e-17
ma,985,8,0.0,-5.30583401935665e-18,9.188775557016458e-15,3.3204259903897956e-17
ma,987,8,0.0,9.233273743000235e-19,2.5770298803340962e-14,5.5478812284400415e-17
ma,999,8,0.0,-7.900784475085151e-18,8.309476046980073e-15,2.0473083197530937e-17
em,8,8,0.0,-5.529955453933512e-18,1.6048693256814258e-14,7.684213237305197e-17
em,10,8,0.0,5.491675382397003e-19,4.733395276024466e-15,1.6060034214279435e-17
em,26,8,0.0,-4.835243972071881e-18,9.684728596574832e-15,4.038126769711153e-17
em,28,8,0.0,-4.686163203261041e-18,8.66899824551067e-15,1.8671568539316694e-17
em,30,8,0.0,-2.5914229298589714e-18,2.3622891207147283e-14,1.4230972321098642e-16
em,39,8,0.0,-6.1516926373402175e-18,7.797960954426704e-15,2.119182642183542e-17
em,41,8,0.0,-1.1484718448411852e-17,2.019104363869315e-14,4.4315198186410874e-17
em,47,8,0.0,-1.3944147931007157e-18,8.040905336194394e-15,3.711396399784515e-17
em,48,8,0.0,-8.045589128476315e-19,5.552332898905875e-15,1.0557806825570128e-17
em,49,8,0.0,-2.5268168384559138e-18,1.3580113965862188e-14,1.257509849018606e-17
em,51,8,0.0,-3.840114587815852e-18,6.295184754167677e-15,2.977511035314052e-17
em,62,8,0.0,-6.134176075961221e-18,6.513177525371853e-15,1.2716120826202309e-17
em,69,8,0.0,-2.1686887100139476e-18,3.9485328720137566e-15,1.9881981174691443e-17
em,72,8,0.0,-2.8102937697730612e-18,5.3455960748663345e-15,2.483015676756215e-17
em,91,8,0.0,-7.440876909363205e-19,4.579656702078175e-15,1.224317631160361e-17
em,94,8,0.0,-3.1920509336749858e-18,1.1962420092979015e-14,7.213245273023917e-17
em,127,8,0.0,-7.032638369607544e-18,8.628227958118996e-15,2.2468449030084328e-17
em,134,8,0.0,-3.058347238320876e-18,5.6642976580553535e-15,1.713934547336384e-17
em,151,8,0.0,-6.450398877898595e-18,1.1511523443452096e-14,3.237872039646024e-17
em,152,8,0.0,-2.9772808392744342e-18,1.549190010800876e-14,1.0209679613049822e-16
em,153,8,0.0,-1.7039776401813807e-18,5.416482820892065e-15,1.1071576952709984e-17
em,155,8,0.0,-5.588113265031444e-19,2.001738220205498e-15,6.521593087959831e-18
em,165,8,0.0,3.1246575942700856e-19,7.89027386783471e-15,4.0302372376744996e-17
em,170,8,0.0,-1.7263494795596078e-18,1.0427752050422882e-14,3.257068767223698e-17
em,171,8,0.0,-1.2875431148221578e-17,1.3198035735022234e-14,1.9261273842533578e-17
em,173,8,0.0,-8.007747015754265e-18,1.7061793063679128e-14,4.9750350704335667e-17
em,178,8,0.0,-1.3274030775002923e-18,3.6652709731637475e-15,1.7744357497821558e-17
em,184,8,0.0,-3.764402730800183e-18,4.146367518541391e-15,2.016432280948406e-17
em,186,8,0.0,-1.0318432633894672e-18,1.5763512044043949e-15,4.7862112164448865e-18
em,189,8,0.0,-1.0321469715675423e-18,5.500063233199678e-15,2.1034138310001355e-17
em,193,8,0.0,-1.3487825016117272e-18,9.464517720857759e-15,4.484764279138837e-17
em,195,8,0.0,-6.7869972562316926e-18,6.719256507446797e-15,1.779473135994472e-17
em,198,8,0.0,-1.3598738310038665e-18,5.299725307766366e-15,1.1803050378897761e-17
em,204,8,0.0,-7.872012766212816e-18,1.2193884078148077e-14,2.987314549490154e-17
em,205,8,0.0,-7.742412819076983e-19,2.4695877839465445e-15,1.4942581181156115e-17
em,216,8,0.0,-2.3306036248033865e-18,7.65391104147536e-15,1.9322701246999287e-17
em,217,8,0.0,-2.5312659362588808e-18,6.247127884801178e-15,1.9933846414583713e-17
em,219,8,0.0,-2.481170330253332e-18,7.443699400440542e-15,2.6087915138837552e-17
em,223,8,0.0,-6.682971996740839e-18,3.35440687906312e-14,3.125004706928666e-17
em,228,8,0.0,-9.249075478692792e-19,4.655137023346746e-15,1.2881956488343043e-17
em,233,8,0.0,-4.9598096766738025e-18,1.0707992835085934e-14,1.8675593035186116e-17
em,234,8,0.0,-4.7173638281792854e-18,1.545934590332576e-14,3.229649835271372e-17
em,238,8,0.0,-3.0492951539519794e-18,5.8081524096639436e-15,1.746787809156171e-17
em,262,8,0.0,-1.0578594498253546e-18,3.071616766530291e-15,1.473898936411733e-17
em,266,8,0.0,-6.174699866361279e-18,8.585771237863454e-15,5.3872510897304953e-17
em,281,8,0.0,-7.383869016267434e-18,1.5157796538875467e-14,2.0475931084538685e-17
em,287,8,0.0,-3.499275581846923e-18,8.999655883007938e-15,4.748903368056273e-17
em,293,8,0.0,-3.200988769574923e-18,1.211385693708129e-14,1.844105074020488e-17
em,295,8,0.0,-1.7969601964420544e-18,4.347999889467348e-15,6.259327159557158e-18
em,303,8,0.0,-4.532292107664962e-18,6.360690643142413e-15,1.2590261257194634e-17
em,326,8,0.0,-1.1719816648933419e-18,4.501686089767654e-15,1.2548014382977116e-17
em,343,8,0.0,-1.2053821523962492e-17,1.9457772387032916e-14,2.7079456747975124e-17
em,352,8,0.0,-5.075981614818454e-18,9.920065769299551e-15,6.760521379323547e-17
em,354,8,0.0,-3.981994759886442e-18,8.759337596107946e-15,1.891979389360587e-17
em,360,8,0.0,-4.047250711419144e-18,1.276686236118369e-14,3.1451839248447285e-17
em,365,8,0.0,-1.1119096249622939e-17,1.025420845090403e-14,3.163876287445386e-17
em,368,8,0.0,-4.0429050947244486e-18,1.1357157923965486e-14,6.750220871157694e-17
em,383,8,0.0,-2.2493454760438086e-18,8.892448139686265e-15,2.3130952151957546e-17
em,386,8,0.0,-3.433462632804047e-17,3.300580432206718e-14,1.1056132715585322e-16
em,387,8,0.0,-3.0582406790802323e-18,8.855466077847858e-15,2.442512983682314e-17
em,398,8,0.0,-4.711846036802386e-18,8.026689378137838e-15,2.6809677014370966e-17
em,406,8,0.0,-1.402992345826091e-18,8.415339127443958e-15,2.794535043087962e-17
em,414,8,0.0,-1.4603383244925063e-17,1.5525197058845797e-14,5.4408564326362324e-17
em,419,8,0.0,-6.705407276557623e-18,6.270656257365862e-15,2.6755538072264018e-17
em,425,8,0.0,-2.7681216631292366e-17,2.3303037625886794e-14,1.247154712250271e-16
em,437,8,0.0,-1.1082540964393812e-18,8.052006146807128e-15,3.853788797551953e-17
em,441,8,0.0,-2.036525224058903e-18,5.8707862394669225e-15,1.2699702345586679e-17
em,445,8,0.0,-5.852717894213733e-18,1.3103057008786592e-14,7.283042211684347e-17
em,483,8,0.0,-2.2256725868344207e-18,7.570204791243119e-15,2.0187871018109507e-17
em,491,8,0.0,-6.129050628915191e-18,9.838842157058592e-15,2.49435504895472e-17
em,515,8,0.0,-7.481401666798726e-19,2.6635267722502982e-15,1.0295053507274987e-17
em,520,8,0.0,-5.353656273189189e-18,7.26758116391297e-15,1.5075786983540626e-17
em,524,8,0.0,-1.1400197062468775e-17,1.8319790272203083e-14,8.99240626070873e-17
em,529,8,0.0,-1.1654086716044885e-18,5.6048469268105684e-15,1.941769631746261e-17
em,537,8,0.0,-5.7945818177497666e-18,1.688128470005178e-14,3.260078649536542e-17
em,544,8,0.0,-3.483218838492643e-17,9.22575379093339e-14,2.4306627889970214e-16
em,545,8,0.0,-4.517009376982443e-17,2.806405832225175e-14,9.466175470025908e-17
em,553,8,0.0,-8.912997342203384e-19,4.493553460330495e-15,1.4166482388350648e-17
em,554,8,0.0,-6.1030316041331045e-18,9.198128230610194e-15,3.620552493324736e-17
em,558,8,0.0,-4.897553985453169e-18,1.406389541479251e-14,6.449197924155776e-17
em,563,8,0.0,-2.311402267570882e-18,1.3271880557994218e-14,2.4013586684402324e-17
em,574,8,0.0,-1.8019162160588457e-18,7.209065272575862e-15,1.6032195025618077e-17
em,587,8,0.0,-3.777210169369473e-19,5.826146678415125e-15,2.6679119570861527e-17
em,601,8,0.0,-4.8175338466476305e-17,8.042381571417037e-14,1.7998774923208947e-16
em,612,8,0.0,-3.3228361626559803e-18,5.3317052988517515e-15,1.147611102804678e-17
em,615,8,0.0,-4.9470478436720164e-18,9.431706974249904e-15,1.8129135590549347e-17
em,627,8,0.0,-4.8067673476575495e-18,7.102821556763072e-15,2.5836339305091397e-17
em,633,8,0.0,-4.896385724635202e-18,1.191865975678653e-14,3.1067246410765306e-17
em,662,8,0.0,-2.0552869366496117e-18,8.052837159900495e-15,5.631528096203707e-17
em,673,8,0.0,-1.3249530726994272e-18,3.0885347463111796e-15,1.1489415173270334e-17
em,705,8,0.0,-4.44328428931094e-18,9.156562898099608e-15,2.1403643481656712e-17
em,716,8,0.0,-1.868355585249446e-18,9.118304031129945e-15,3.059496925682247e-17
em,717,8,0.0,-1.0322658892019889e-17,1.2250920891997863e-14,2.2232854653220056e-17
em,722,8,0.0,-5.482431392263571e-19,5.605368985662327e-15,1.717248267764723e-17
em,728,8,0.0,-3.711325294338875e-18,9.599745727928863e-15,1.7282952912729812e-17
em,748,8,0.0,-1.5941865257778235e-18,5.2069452222263595e-15,2.963339631954819e-17
em,771,8,0.0,-1.3571167511153625e-18,6.0975308819361945e-15,8.380500318528185e-18
em,772,8,0.0,-2.711371172181912e-18,4.460878649993069e-15,1.2518944771218999e-17
em,776,8,0.0,-4.41710121929803e-19,5.014784584618953e-15,1.9114177404877014e-17
em,787,8,0.0,-7.110331911289285e-19,5.732732960611073e-15,1.3703702687872324e-17
em,792,8,0.0,-2.592830331159862e-18,7.72494911019395e-15,1.1924554740614523e-17
em,796,8,0.0,-5.525769770069948e-18,1.2649390739588165e-14,6.650047346366135e-17
em,798,8,0.0,-9.440054603921805e-18,2.644069565969224e-14,6.334670975317646e-17
em,800,8,0.0,-1.1702186287969273e-18,2.5362748112655506e-15,6.233010719811077e-18
em,814,8,0.0,-6.896232910985155e-18,3.780795638545445e-14,1.2027437483766175e-16
em,818,8,0.0,-3.3767000715057493e-18,7.888759524981866e-15,2.6164135609089425e-17
em,823,8,0.0,-3.1568547469833403e-18,7.029981237929289e-15,1.452298336367214e-17
em,839,8,0.0,-3.1279536160467827e-18,1.3212233020953304e-14,3.316630976778213e-17
em,843,8,0.0,-1.4552932670339385e-18,3.365082986792624e-15,6.010522994449355e-18
em,849,8,0.0,-2.397303464782827e-17,4.1992793088417513e-14,1.1049907596387772e-16
em,856,8,0.0,-4.722072350274823e-18,1.0556800886258977e-14,3.349694309429219e-17
em,866,8,0.0,-1.8347600831921875e-18,6.611296046338927e-15,1.757798919244341e-17
em,868,8,0.0,-2.3170812029458765e-18,6.0778897531068694e-15,1.5189209070388838e-17
em,881,8,0.0,-7.298063996969929e-18,7.08323958807845e-15,3.033650987411824e-17
em,885,8,0.0,-2.8559802258465633e-18,4.954007351447837e-15,1.4981912680083232e-17
em,889,8,0.0,-4.6511076542809416e-18,9.318856641339996e-15,1.9333188260597452e-17
em,901,8,0.0,-1.300467884450647e-18,5.2135201802038585e-15,7.361695451693095e-18
em,902,8,0.0,-3.8726843126305675e-18,9.827483657588764e-15,3.3879421838569874e-17
em,904,8,0.0,-4.0757477532596226e-18,6.32262290659263e-15,3.126946032022564e-17
em,913,8,0.0,-5.391982522442554e-18,7.490186102450586e-15,2.8911271516128504e-17
em,925,8,0.0,-9.041590602579253e-18,1.5310945721196484e-14,6.967013478204411e-17
em,927,8,0.0,-3.514908552177532e-18,5.317995904393115e-15,1.1721797642404712e-17
em,946,8,0.0,-4.5262907629384764e-17,4.207797763541691e-14,6.281529012434441e-17
em,954,8,0.0,-2.1233906097136837e-18,1.4959326320156852e-14,5.70137405901223e-17
em,966,8,0.0,-2.1021092782697787e-18,9.03946381874539e-15,2.2168838088249042e-17
em,985,8,0.0,-5.939557774108104e-18,1.0842919821461358e-14,2.5632361495536843e-17
em,987,8,0.0,-8.024555643185837e-18,1.4961911963849083e-14,7.148148088810036e-17
em,999,8,0.0,-4.883157080472277e-18,1.1924157116881548e-14,3.764111918354317e-17
