kind,condition,lead_i,lead_j,covariance
bandpass,covariance,V2,V3,0.001099591721193634
bandpass,covariance,V2,V4,0.001129003903662838
bandpass,covariance,V2,V5,0.0010506799864198968
bandpass,covariance,V2,V6,0.0010840443254670385
bandpass,covariance,V3,I,-5.452193799747815e-05
bandpass,covariance,V3,II,-7.718425946911081e-05
bandpass,covariance,V3,III,-2.2662321471632826e-05
bandpass,covariance,V3,aVR,6.585309873329455e-05
bandpass,covariance,V3,aVL,-1.5929808262922628e-05
bandpass,covariance,V3,aVF,-4.9923290470371934e-05
bandpass,covariance,V3,V1,0.001079777442503143
bandpass,covariance,V3,V2,0.001099591721193634
bandpass,covariance,V3,V3,0.004326295482356361
bandpass,covariance,V3,V4,0.0010889692068010324
bandpass,covariance,V3,V5,0.0010719584950565529
bandpass,covariance,V3,V6,0.0010604623994460794
bandpass,covariance,V4,I,-4.675049064206608e-05
bandpass,covariance,V4,II,-1.1618359150170757e-05
bandpass,covariance,V4,III,3.513213149189515e-05
bandpass,covariance,V4,aVR,2.918442489611872e-05
bandpass,covariance,V4,aVL,-4.094131106698056e-05
bandpass,covariance,V4,aVF,1.1756886170861818e-05
bandpass,covariance,V4,V1,0.0011467703497849565
bandpass,covariance,V4,V2,0.001129003903662838
bandpass,covariance,V4,V3,0.0010889692068010324
bandpass,covariance,V4,V4,0.004374037341066953
bandpass,covariance,V4,V5,0.0010593120970973024
bandpass,covariance,V4,V6,0.0010990856946483825
bandpass,covariance,V5,I,-6.589282570999636e-05
bandpass,covariance,V5,II,-3.597476512634532e-05
bandpass,covariance,V5,III,2.9918060583650995e-05
bandpass,covariance,V5,aVR,5.0933795418170906e-05
bandpass,covariance,V5,aVL,-4.790544314682369e-05
bandpass,covariance,V5,aVF,-3.0283522713471563e-06
bandpass,covariance,V5,V1,0.0010449367803659333
bandpass,covariance,V5,V2,0.0010506799864198968
bandpass,covariance,V5,V3,0.0010719584950565529
bandpass,covariance,V5,V4,0.0010593120970973024
bandpass,covariance,V5,V5,0.004377621630607299
bandpass,covariance,V5,V6,0.0010541956224389749
bandpass,covariance,V6,I,-5.882191308837931e-05
bandpass,covariance,V6,II,1.3478833713634146e-05
bandpass,covariance,V6,III,7.230074680201335e-05
bandpass,covariance,V6,aVR,2.26715396873727e-05
bandpass,covariance,V6,aVL,-6.55613299451964e-05
bandpass,covariance,V6,aVF,4.288979025782334e-05
bandpass,covariance,V6,V1,0.001074942185900183
bandpass,covariance,V6,V2,0.0010840443254670385
bandpass,covariance,V6,V3,0.0010604623994460794
bandpass,covariance,V6,V4,0.0010990856946483825
bandpass,covariance,V6,V5,0.0010541956224389749
bandpass,covariance,V6,V6,0.004341978046721219
bw,independent,I,I,0.004807740759082132
bw,independent,I,II,-1.802524610442642e-05
bw,independent,I,III,0.00033399879742833236
bw,independent,I,aVR,0.00014467114819104697
bw,independent,I,aVL,-0.0006082567263619849
bw,independent,I,aVF,0.00012801365235125858
bw,independent,I,V1,0.0007411958276787748
bw,independent,I,V2,0.00033849366699020405
bw,independent,I,V3,-0.00020301538061616973
bw,independent,I,V4,0.00043508257580575984
bw,independent,I,V5,-0.0007803307954787107
bw,independent,I,V6,0.0006199356725263411
bw,independent,II,I,-1.802524610442642e-05
bw,independent,II,II,0.006152521849472027
bw,independent,II,III,-0.0001974613588518278
bw,independent,II,aVR,0.0004373967391956549
bw,independent,II,aVL,-0.0004343205781413899
bw,independent,II,aVF,-7.996764127665256e-05
bw,independent,II,V1,0.000224010147634293
bw,independent,II,V2,-0.00016852977616829787
bw,independent,II,V3,-0.00014761965448757472
bw,independent,II,V4,0.00033053527678910527
bw,independent,II,V5,-0.00014486376199930755
bw,independent,II,V6,0.00036483444366695823
bw,independent,III,I,0.00033399879742833236
bw,independent,III,II,-0.0001974613588518278
bw,independent,III,III,0.004955151190958264
bw,independent,III,aVR,0.000494323719207713
bw,independent,III,aVL,-0.0002687284861413531
bw,independent,III,aVF,0.0008004482023377157
bw,independent,III,V1,0.0003746903451284056
bw,independent,III,V2,0.00039764852799327693
bw,independent,III,V3,-0.0009613840336539867
bw,independent,III,V4,-0.00041762665610129514
bw,independent,III,V5,-2.7745170559460936e-05
bw,independent,III,V6,9.255078328035696e-05
bw,independent,aVR,I,0.00014467114819104697
bw,independent,aVR,II,0.0004373967391956549
bw,independent,aVR,III,0.000494323719207713
bw,independent,aVR,aVR,0.003569193735922387
bw,independent,aVR,aVL,-2.9683274992157345e-05
bw,independent,aVR,aVF,0.00019828267485528614
bw,independent,aVR,V1,-0.0002889261280731324
bw,independent,aVR,V2,-0.00010558281849653477
bw,independent,aVR,V3,-0.0004911470950670974
bw,independent,aVR,V4,-0.00010685266637351042
bw,independent,aVR,V5,-0.00023620693545803263
bw,independent,aVR,V6,-0.00030942670801020294
bw,independent,aVL,I,-0.0006082567263619849
bw,independent,aVL,II,-0.0004343205781413899
bw,independent,aVL,III,-0.0002687284861413531
bw,independent,aVL,aVR,-2.9683274992157345e-05
bw,independent,aVL,aVL,0.005757878811181812
bw,independent,aVL,aVF,6.280624986501417e-05
bw,independent,aVL,V1,-0.00020425348013559618
bw,independent,aVL,V2,-1.8052708209275996e-05
bw,independent,aVL,V3,-0.0003589838851623595
bw,independent,aVL,V4,-0.00036012962795603916
bw,independent,aVL,V5,0.0006769184712901735
bw,independent,aVL,V6,-0.0002877583217270982
bw,independent,aVF,I,0.00012801365235125858
bw,independent,aVF,II,-7.996764127665256e-05
bw,independent,aVF,III,0.0008004482023377157
bw,independent,aVF,aVR,0.00019828267485528614
bw,independent,aVF,aVL,6.280624986501417e-05
bw,independent,aVF,aVF,0.00549219716865859
bw,independent,aVF,V1,0.00024103082949453693
bw,independent,aVF,V2,0.0006582075164404096
bw,independent,aVF,V3,-0.00022838256046344414
bw,independent,aVF,V4,-5.0053645724460965e-05
bw,independent,aVF,V5,-0.0002958865072615485
bw,independent,aVF,V6,0.00022970720324828843
bw,independent,V1,I,0.0007411958276787748
bw,independent,V1,II,0.000224010147634293
bw,independent,V1,III,0.0003746903451284056
bw,independent,V1,aVR,-0.0002889261280731324
bw,independent,V1,aVL,-0.00020425348013559618
bw,independent,V1,aVF,0.00024103082949453693
bw,independent,V1,V1,0.004340466730518576
bw,independent,V1,V2,9.979296089117148e-05
bw,independent,V1,V3,9.060071732888246e-05
bw,independent,V1,V4,-0.0003424081151710201
bw,independent,V1,V5,-0.0012098217317869234
bw,independent,V1,V6,0.0009596414467411443
bw,independent,V2,I,0.00033849366699020405
bw,independent,V2,II,-0.00016852977616829787
bw,independent,V2,III,0.00039764852799327693
bw,independent,V2,aVR,-0.00010558281849653477
bw,independent,V2,aVL,-1.8052708209275996e-05
bw,independent,V2,aVF,0.0006582075164404096
bw,independent,V2,V1,9.979296089117148e-05
bw,independent,V2,V2,0.003472123621112562
bw,independent,V2,V3,-0.00014267539487374992
bw,independent,V2,V4,-0.0003577364347788984
bw,independent,V2,V5,0.0003086345908373033
bw,independent,V2,V6,-2.0164186150455455e-05
bw,independent,V3,I,-0.00020301538061616973
bw,independent,V3,II,-0.00014761965448757472
bw,independent,V3,III,-0.0009613840336539867
bw,independent,V3,aVR,-0.0004911470950670974
bw,independent,V3,aVL,-0.0003589838851623595
bw,independent,V3,aVF,-0.00022838256046344414
bw,independent,V3,V1,9.060071732888246e-05
bw,independent,V3,V2,-0.00014267539487374992
bw,independent,V3,V3,0.00472218639085665
bw,independent,V3,V4,0.0006693021000601006
bw,independent,V3,V5,0.0006025689415085822
bw,independent,V3,V6,0.00011384133192529583
bw,independent,V4,I,0.00043508257580575984
bw,independent,V4,II,0.00033053527678910527
bw,independent,V4,III,-0.00041762665610129514
bw,independent,V4,aVR,-0.00010685266637351042
bw,independent,V4,aVL,-0.00036012962795603916
bw,independent,V4,aVF,-5.0053645724460965e-05
bw,independent,V4,V1,-0.0003424081151710201
bw,independent,V4,V2,-0.0003577364347788984
bw,independent,V4,V3,0.0006693021000601006
bw,independent,V4,V4,0.0055986172339621615
bw,independent,V4,V5,-0.00042999933568804987
bw,independent,V4,V6,-0.000341803596942511
bw,independent,V5,I,-0.0007803307954787107
bw,independent,V5,II,-0.00014486376199930755
bw,independent,V5,III,-2.7745170559460936e-05
bw,independent,V5,aVR,-0.00023620693545803263
bw,independent,V5,aVL,0.0006769184712901735
bw,independent,V5,aVF,-0.0002958865072615485
bw,independent,V5,V1,-0.0012098217317869234
bw,independent,V5,V2,0.0003086345908373033
bw,independent,V5,V3,0.0006025689415085822
bw,independent,V5,V4,-0.00042999933568804987
bw,independent,V5,V5,0.007156166024193006
bw,independent,V5,V6,-0.0007265123632417719
bw,independent,V6,I,0.0006199356725263411
bw,independent,V6,II,0.00036483444366695823
bw,independent,V6,III,9.255078328035696e-05
bw,independent,V6,aVR,-0.00030942670801020294
bw,independent,V6,aVL,-0.0002877583217270982
bw,independent,V6,aVF,0.00022970720324828843
bw,independent,V6,V1,0.0009596414467411443
bw,independent,V6,V2,-2.0164186150455455e-05
bw,independent,V6,V3,0.00011384133192529583
bw,independent,V6,V4,-0.000341803596942511
bw,independent,V6,V5,-0.0007265123632417719
bw,independent,V6,V6,0.004409660463039201
bw,independent_rms,I,I,0.0058834906945382385
bw,independent_rms,I,II,-0.0003001406000826871
bw,independent_rms,I,III,0.00040303701659451994
bw,independent_rms,I,aVR,0.0008164658313290294
bw,independent_rms,I,aVL,-0.00011647602429883803
bw,independent_rms,I,aVF,-2.3359563213846533e-05
bw,independent_rms,I,V1,0.0006030849319047618
bw,independent_rms,I,V2,0.0005694752851524915
bw,independent_rms,I,V3,-0.0005680592055614718
bw,independent_rms,I,V4,0.00022113576532751465
bw,independent_rms,I,V5,-0.00040476984041826517
bw,independent_rms,I,V6,0.00034938977140803285
bw,independent_rms,II,I,-0.0003001406000826871
bw,independent_rms,II,II,0.005505475863887104
bw,independent_rms,II,III,-0.00038779583605414033
bw,independent_rms,II,aVR,0.0005250859821080092
bw,independent_rms,II,aVL,-0.0006616012656945254
bw,independent_rms,II,aVF,-0.0006696444278822979
bw,independent_rms,II,V1,0.00019296718306004612
bw,independent_rms,II,V2,3.118782499389961e-05
bw,independent_rms,II,V3,0.00014264404738638416
bw,independent_rms,II,V4,0.0005039842128575033
bw,independent_rms,II,V5,-0.0002940800344750517
bw,independent_rms,II,V6,0.00018276254656580563
bw,independent_rms,III,I,0.00040303701659451994
bw,independent_rms,III,II,-0.00038779583605414033
bw,independent_rms,III,III,0.005593899391243151
bw,independent_rms,III,aVR,0.0007240569244009584
bw,independent_rms,III,aVL,-8.879527075037288e-05
bw,independent_rms,III,aVF,0.0007476832564444265
bw,independent_rms,III,V1,0.0003572985812553161
bw,independent_rms,III,V2,0.0002902351217175998
bw,independent_rms,III,V3,-0.001163561825469783
bw,independent_rms,III,V4,-0.000550424572136247
bw,independent_rms,III,V5,-0.0007925532458333976
bw,independent_rms,III,V6,-0.0001638958122888613
bw,independent_rms,aVR,I,0.0008164658313290294
bw,independent_rms,aVR,II,0.0005250859821080092
bw,independent_rms,aVR,III,0.0007240569244009584
bw,independent_rms,aVR,aVR,0.004296008431401883
bw,independent_rms,aVR,aVL,-0.0003437027273742075
bw,independent_rms,aVR,aVF,0.0001770751668144119
bw,independent_rms,aVR,V1,8.485097039303187e-05
bw,independent_rms,aVR,V2,6.56508414524003e-06
bw,independent_rms,aVR,V3,-0.0007701810666703834
bw,independent_rms,aVR,V4,-9.25992816181998e-05
bw,independent_rms,aVR,V5,-0.0007407614966233851
bw,independent_rms,aVR,V6,6.730099489124965e-05
bw,independent_rms,aVL,I,-0.00011647602429883803
bw,independent_rms,aVL,II,-0.0006616012656945254
bw,independent_rms,aVL,III,-8.879527075037288e-05
bw,independent_rms,aVL,aVR,-0.0003437027273742075
bw,independent_rms,aVL,aVL,0.004362326076918921
bw,independent_rms,aVL,aVF,-9.505859253322033e-06
bw,independent_rms,aVL,V1,-0.00011471533912684348
bw,independent_rms,aVL,V2,-3.73564903848866e-05
bw,independent_rms,aVL,V3,-0.0002918242791132344
bw,independent_rms,aVL,V4,-0.00039429517999120366
bw,independent_rms,aVL,V5,0.0005843855010411701
bw,independent_rms,aVL,V6,-0.00035574441719803563
bw,independent_rms,aVF,I,-2.3359563213846533e-05
bw,independent_rms,aVF,II,-0.0006696444278822979
bw,independent_rms,aVF,III,0.0007476832564444265
bw,independent_rms,aVF,aVR,0.0001770751668144119
bw,independent_rms,aVF,aVL,-9.505859253322033e-06
bw,independent_rms,aVF,aVF,0.004078814953930567
bw,independent_rms,aVF,V1,0.00025404822424738254
bw,independent_rms,aVF,V2,0.0004489068463024312
bw,independent_rms,aVF,V3,-0.0005726522613155773
bw,independent_rms,aVF,V4,1.2740751790284268e-05
bw,independent_rms,aVF,V5,-0.0003468526247541867
bw,independent_rms,aVF,V6,0.00023056807150833927
bw,independent_rms,V1,I,0.0006030849319047618
bw,independent_rms,V1,II,0.00019296718306004612
bw,independent_rms,V1,III,0.0003572985812553161
bw,independent_rms,V1,aVR,8.485097039303187e-05
bw,independent_rms,V1,aVL,-0.00011471533912684348
bw,independent_rms,V1,aVF,0.00025404822424738254
bw,independent_rms,V1,V1,0.004358040919065049
bw,independent_rms,V1,V2,0.000305315877856494
bw,independent_rms,V1,V3,0.00021533073015800135
bw,independent_rms,V1,V4,0.00015911476790662885
bw,independent_rms,V1,V5,-0.00032685142846483676
bw,independent_rms,V1,V6,0.0007022110350023731
bw,independent_rms,V2,I,0.0005694752851524915
bw,independent_rms,V2,II,3.118782499389961e-05
bw,independent_rms,V2,III,0.0002902351217175998
bw,independent_rms,V2,aVR,6.56508414524003e-06
bw,independent_rms,V2,aVL,-3.73564903848866e-05
bw,independent_rms,V2,aVF,0.0004489068463024312
bw,independent_rms,V2,V1,0.000305315877856494
bw,independent_rms,V2,V2,0.005291367907805952
bw,independent_rms,V2,V3,-0.00037108387854134696
bw,independent_rms,V2,V4,0.0007407805252700212
bw,independent_rms,V2,V5,0.00010750941027870778
bw,independent_rms,V2,V6,-0.00021026787664638755
bw,independent_rms,V3,I,-0.0005680592055614718
bw,independent_rms,V3,II,0.00014264404738638416
bw,independent_rms,V3,III,-0.001163561825469783
bw,independent_rms,V3,aVR,-0.0007701810666703834
bw,independent_rms,V3,aVL,-0.0002918242791132344
bw,independent_rms,V3,aVF,-0.0005726522613155773
bw,independent_rms,V3,V1,0.00021533073015800135
bw,independent_rms,V3,V2,-0.00037108387854134696
bw,independent_rms,V3,V3,0.005183257121460761
bw,independent_rms,V3,V4,0.0006011790712999973
bw,independent_rms,V3,V5,0.0005870626431236102
bw,independent_rms,V3,V6,0.0001793637226361895
bw,independent_rms,V4,I,0.00022113576532751465
bw,independent_rms,V4,II,0.0005039842128575033
bw,independent_rms,V4,III,-0.000550424572136247
bw,independent_rms,V4,aVR,-9.25992816181998e-05
bw,independent_rms,V4,aVL,-0.00039429517999120366
bw,independent_rms,V4,aVF,1.2740751790284268e-05
bw,independent_rms,V4,V1,0.00015911476790662885
bw,independent_rms,V4,V2,0.0007407805252700212
bw,independent_rms,V4,V3,0.0006011790712999973
bw,independent_rms,V4,V4,0.006178426192368853
bw,independent_rms,V4,V5,-0.0002108594030660956
bw,independent_rms,V4,V6,-0.0006613773500581569
bw,independent_rms,V5,I,-0.00040476984041826517
bw,independent_rms,V5,II,-0.0002940800344750517
bw,independent_rms,V5,III,-0.0007925532458333976
bw,independent_rms,V5,aVR,-0.0007407614966233851
bw,independent_rms,V5,aVL,0.0005843855010411701
bw,independent_rms,V5,aVF,-0.0003468526247541867
bw,independent_rms,V5,V1,-0.00032685142846483676
bw,independent_rms,V5,V2,0.00010750941027870778
bw,independent_rms,V5,V3,0.0005870626431236102
bw,independent_rms,V5,V4,-0.0002108594030660956
bw,independent_rms,V5,V5,0.005546398658800545
bw,independent_rms,V5,V6,9.251682158668588e-05
bw,independent_rms,V6,I,0.00034938977140803285
bw,independent_rms,V6,II,0.00018276254656580563
bw,independent_rms,V6,III,-0.0001638958122888613
bw,independent_rms,V6,aVR,6.730099489124965e-05
bw,independent_rms,V6,aVL,-0.00035574441719803563
bw,independent_rms,V6,aVF,0.00023056807150833927
bw,independent_rms,V6,V1,0.0007022110350023731
bw,independent_rms,V6,V2,-0.00021026787664638755
bw,independent_rms,V6,V3,0.0001793637226361895
bw,independent_rms,V6,V4,-0.0006613773500581569
bw,independent_rms,V6,V5,9.251682158668588e-05
bw,independent_rms,V6,V6,0.00415639776753634
bw,electrode,I,I,0.005883490694538239
bw,electrode,I,II,0.0028975335835910955
bw,electrode,I,III,-0.0029859571109471447
bw,electrode,I,aVR,-0.004390512139064667
bw,electrode,I,aVL,0.004434723902742692
bw,electrode,I,aVF,-4.421176367802476e-05
bw,electrode,I,V1,0.000488395776183081
bw,electrode,I,V2,0.00012930662271747414
bw,electrode,I,V3,0.000592322513655263
bw,electrode,I,V4,2.5613204073156106e-05
bw,electrode,I,V5,0.0009117514581808453
bw,electrode,I,V6,0.00037107655764061356
bw,electrode,II,I,0.0028975335835910955
bw,electrode,II,II,0.005505475863887101
bw,electrode,II,III,0.002607942280296008
bw,electrode,II,aVR,-0.0042015047237391
bw,electrode,II,aVL,0.00014479565164754425
bw,electrode,II,aVF,0.004056709072091556
bw,electrode,II,V1,1.1074408283140812e-05
bw,electrode,II,V2,0.0005012581679181287
bw,electrode,II,V3,-2.0337357060067675e-05
bw,electrode,II,V4,3.359904565084487e-05
bw,electrode,II,V5,0.000164970292569899
bw,electrode,II,V6,-0.0003848155763217621
bw,electrode,III,I,-0.0029859571109471447
bw,electrode,III,II,0.002607942280296008
bw,electrode,III,III,0.00559389939124315
bw,electrode,III,aVR,0.00018900741532556906
bw,electrode,III,aVL,-0.004289928251095147
bw,electrode,III,aVF,0.0041009208357695795
bw,electrode,III,V1,-0.000477321367899941
bw,electrode,III,V2,0.0003719515452006543
bw,electrode,III,V3,-0.0006126598707153308
bw,electrode,III,V4,7.985841577688992e-06
bw,electrode,III,V5,-0.0007467811656109465
bw,electrode,III,V6,-0.0007558921339623751
bw,electrode,aVR,I,-0.004390512139064667
bw,electrode,aVR,II,-0.0042015047237391
bw,electrode,aVR,III,0.00018900741532556906
bw,electrode,aVR,aVR,0.004296008431401884
bw,electrode,aVR,aVL,-0.002289759777195118
bw,electrode,aVR,aVF,-0.0020062486542067647
bw,electrode,aVR,V1,-0.000249735092233111
bw,electrode,aVR,V2,-0.0003152823953178016
bw,electrode,aVR,V3,-0.0002859925782975981
bw,electrode,aVR,V4,-2.960612486200062e-05
bw,electrode,aVR,V5,-0.0005383608753753721
bw,electrode,aVR,V6,6.869509340574019e-06
bw,electrode,aVL,I,0.004434723902742692
bw,electrode,aVL,II,0.00014479565164754425
bw,electrode,aVL,III,-0.004289928251095147
bw,electrode,aVL,aVR,-0.002289759777195118
bw,electrode,aVL,aVL,0.00436232607691892
bw,electrode,aVL,aVF,-0.0020725662997238023
bw,electrode,aVL,V1,0.00048285857204151145
bw,electrode,aVL,V2,-0.00012132246124159008
bw,electrode,aVL,V3,0.0006024911921852968
bw,electrode,aVL,V4,8.813681247733677e-06
bw,electrode,aVL,V5,0.0008292663118958962
bw,electrode,aVL,V6,0.0005634843458014949
bw,electrode,aVF,I,-4.421176367802476e-05
bw,electrode,aVF,II,0.004056709072091556
bw,electrode,aVF,III,0.0041009208357695795
bw,electrode,aVF,aVR,-0.0020062486542067647
bw,electrode,aVF,aVL,-0.0020725662997238023
bw,electrode,aVF,aVF,0.004078814953930567
bw,electrode,aVF,V1,-0.00023312347980840046
bw,electrode,aVF,V2,0.00043660485655939134
bw,electrode,aVF,V3,-0.000316498613887699
bw,electrode,aVF,V4,2.0792443614267086e-05
bw,electrode,aVF,V5,-0.0002909054365205242
bw,electrode,aVF,V6,-0.0005703538551420688
bw,electrode,V1,I,0.000488395776183081
bw,electrode,V1,II,1.1074408283140812e-05
bw,electrode,V1,III,-0.000477321367899941
bw,electrode,V1,aVR,-0.000249735092233111
bw,electrode,V1,aVL,0.00048285857204151145
bw,electrode,V1,aVF,-0.00023312347980840046
bw,electrode,V1,V1,0.004358040919065049
bw,electrode,V1,V2,0.0012952357336552315
bw,electrode,V1,V3,0.000973744438976675
bw,electrode,V1,V4,0.0009533447752957911
bw,electrode,V1,V5,0.0006053733072026488
bw,electrode,V1,V6,0.0010044993698199137
bw,electrode,V2,I,0.00012930662271747414
bw,electrode,V2,II,0.0005012581679181287
bw,electrode,V2,III,0.0003719515452006543
bw,electrode,V2,aVR,-0.0003152823953178016
bw,electrode,V2,aVL,-0.00012132246124159008
bw,electrode,V2,aVF,0.00043660485655939134
bw,electrode,V2,V1,0.0012952357336552315
bw,electrode,V2,V2,0.0052913679078059545
bw,electrode,V2,V3,0.0012430229042279116
bw,electrode,V2,V4,0.0009690372200006703
bw,electrode,V2,V5,0.0010317010211540918
bw,electrode,V2,V6,0.001059863985315445
bw,electrode,V3,I,0.000592322513655263
bw,electrode,V3,II,-2.0337357060067675e-05
bw,electrode,V3,III,-0.0006126598707153308
bw,electrode,V3,aVR,-0.0002859925782975981
bw,electrode,V3,aVL,0.0006024911921852968
bw,electrode,V3,aVF,-0.000316498613887699
bw,electrode,V3,V1,0.000973744438976675
bw,electrode,V3,V2,0.0012430229042279116
bw,electrode,V3,V3,0.005183257121460762
bw,electrode,V3,V4,0.0012237737871518925
bw,electrode,V3,V5,0.0015516655114898262
bw,electrode,V3,V6,0.0017524343897886892
bw,electrode,V4,I,2.5613204073156106e-05
bw,electrode,V4,II,3.359904565084487e-05
bw,electrode,V4,III,7.985841577688992e-06
bw,electrode,V4,aVR,-2.960612486200062e-05
bw,electrode,V4,aVL,8.813681247733677e-06
bw,electrode,V4,aVF,2.0792443614267086e-05
bw,electrode,V4,V1,0.0009533447752957911
bw,electrode,V4,V2,0.0009690372200006703
bw,electrode,V4,V3,0.0012237737871518925
bw,electrode,V4,V4,0.006178426192368853
bw,electrode,V4,V5,0.0012556445497470658
bw,electrode,V4,V6,0.0008056584524659114
bw,electrode,V5,I,0.0009117514581808453
bw,electrode,V5,II,0.000164970292569899
bw,electrode,V5,III,-0.0007467811656109465
bw,electrode,V5,aVR,-0.0005383608753753721
bw,electrode,V5,aVL,0.0008292663118958962
bw,electrode,V5,aVF,-0.0002909054365205242
bw,electrode,V5,V1,0.0006053733072026488
bw,electrode,V5,V2,0.0010317010211540918
bw,electrode,V5,V3,0.0015516655114898262
bw,electrode,V5,V4,0.0012556445497470658
bw,electrode,V5,V5,0.0055463986588005455
bw,electrode,V5,V6,0.001211413473852982
bw,electrode,V6,I,0.00037107655764061356
bw,electrode,V6,II,-0.0003848155763217621
bw,electrode,V6,III,-0.0007558921339623751
bw,electrode,V6,aVR,6.869509340574019e-06
bw,electrode,V6,aVL,0.0005634843458014949
bw,electrode,V6,aVF,-0.0005703538551420688
bw,electrode,V6,V1,0.0010044993698199137
bw,electrode,V6,V2,0.001059863985315445
bw,electrode,V6,V3,0.0017524343897886892
bw,electrode,V6,V4,0.0008056584524659114
bw,electrode,V6,V5,0.001211413473852982
bw,electrode,V6,V6,0.00415639776753634
bw,covariance,I,I,0.005883490694538244
bw,covariance,I,II,0.0028975335835910955
bw,covariance,I,III,-0.0029859571109471456
bw,covariance,I,aVR,-0.004390512139064668
bw,covariance,I,aVL,0.004434723902742692
bw,covariance,I,aVF,-4.421176367802476e-05
bw,covariance,I,V1,0.0004883957761830809
bw,covariance,I,V2,0.00012930662271747428
bw,covariance,I,V3,0.0005923225136552627
bw,covariance,I,V4,2.5613204073155944e-05
bw,covariance,I,V5,0.0009117514581808456
bw,covariance,I,V6,0.00037107655764061356
bw,covariance,II,I,0.0028975335835910955
bw,covariance,II,II,0.0055054758638871
bw,covariance,II,III,0.002607942280296006
bw,covariance,II,aVR,-0.004201504723739097
bw,covariance,II,aVL,0.00014479565164754338
bw,covariance,II,aVF,0.004056709072091554
bw,covariance,II,V1,1.1074408283139725e-05
bw,covariance,II,V2,0.0005012581679181282
bw,covariance,II,V3,-2.0337357060066327e-05
bw,covariance,II,V4,3.359904565084503e-05
bw,covariance,II,V5,0.0001649702925698997
bw,covariance,II,V6,-0.0003848155763217614
bw,covariance,III,I,-0.0029859571109471456
bw,covariance,III,II,0.002607942280296006
bw,covariance,III,III,0.00559389939124315
bw,covariance,III,aVR,0.0001890074153255701
bw,covariance,III,aVL,-0.004289928251095148
bw,covariance,III,aVF,0.004100920835769577
bw,covariance,III,V1,-0.00047732136789994153
bw,covariance,III,V2,0.0003719515452006537
bw,covariance,III,V3,-0.0006126598707153291
bw,covariance,III,V4,7.985841577688508e-06
bw,covariance,III,V5,-0.0007467811656109455
bw,covariance,III,V6,-0.0007558921339623758
bw,covariance,aVR,I,-0.004390512139064668
bw,covariance,aVR,II,-0.004201504723739097
bw,covariance,aVR,III,0.0001890074153255701
bw,covariance,aVR,aVR,0.0042960084314018826
bw,covariance,aVR,aVL,-0.002289759777195119
bw,covariance,aVR,aVF,-0.002006248654206764
bw,covariance,aVR,V1,-0.0002497350922331107
bw,covariance,aVR,V2,-0.00031528239531780134
bw,covariance,aVR,V3,-0.0002859925782975989
bw,covariance,aVR,V4,-2.9606124862001016e-05
bw,covariance,aVR,V5,-0.0005383608753753729
bw,covariance,aVR,V6,6.869509340573324e-06
bw,covariance,aVL,I,0.004434723902742692
bw,covariance,aVL,II,0.00014479565164754338
bw,covariance,aVL,III,-0.004289928251095148
bw,covariance,aVL,aVR,-0.002289759777195119
bw,covariance,aVL,aVL,0.00436232607691892
bw,covariance,aVL,aVF,-0.0020725662997238023
bw,covariance,aVL,V1,0.00048285857204151113
bw,covariance,aVL,V2,-0.00012132246124158998
bw,covariance,aVL,V3,0.0006024911921852961
bw,covariance,aVL,V4,8.813681247733914e-06
bw,covariance,aVL,V5,0.0008292663118958958
bw,covariance,aVL,V6,0.0005634843458014958
bw,covariance,aVF,I,-4.421176367802476e-05
bw,covariance,aVF,II,0.004056709072091554
bw,covariance,aVF,III,0.004100920835769577
bw,covariance,aVF,aVR,-0.002006248654206764
bw,covariance,aVF,aVL,-0.0020725662997238023
bw,covariance,aVF,aVF,0.0040788149539305665
bw,covariance,aVF,V1,-0.00023312347980840073
bw,covariance,aVF,V2,0.000436604856559391
bw,covariance,aVF,V3,-0.00031649861388769823
bw,covariance,aVF,V4,2.0792443614267045e-05
bw,covariance,aVF,V5,-0.0002909054365205231
bw,covariance,aVF,V6,-0.000570353855142069
bw,covariance,V1,I,0.0004883957761830809
bw,covariance,V1,II,1.1074408283139725e-05
bw,covariance,V1,III,-0.00047732136789994153
bw,covariance,V1,aVR,-0.0002497350922331107
bw,covariance,V1,aVL,0.00048285857204151113
bw,covariance,V1,aVF,-0.00023312347980840073
bw,covariance,V1,V1,0.004358040919065052
bw,covariance,V1,V2,0.0012952357336552312
bw,covariance,V1,V3,0.0009737444389766757
bw,covariance,V1,V4,0.0009533447752957919
bw,covariance,V1,V5,0.0006053733072026485
bw,covariance,V1,V6,0.001004499369819915
bw,covariance,V2,I,0.00012930662271747428
bw,covariance,V2,II,0.0005012581679181282
bw,covariance,V2,III,0.0003719515452006537
bw,covariance,V2,aVR,-0.00031528239531780134
bw,covariance,V2,aVL,-0.00012132246124158998
bw,covariance,V2,aVF,0.000436604856559391
bw,covariance,V2,V1,0.0012952357336552312
bw,covariance,V2,V2,0.005291367907805951
bw,covariance,V2,V3,0.0012430229042279114
bw,covariance,V2,V4,0.0009690372200006691
bw,covariance,V2,V5,0.0010317010211540923
bw,covariance,V2,V6,0.0010598639853154435
bw,covariance,V3,I,0.0005923225136552627
bw,covariance,V3,II,-2.0337357060066327e-05
bw,covariance,V3,III,-0.0006126598707153291
bw,covariance,V3,aVR,-0.0002859925782975989
bw,covariance,V3,aVL,0.0006024911921852961
