condition,mode,snr_db,noise_seed,metric,n_rows,n_records,n_patients,n_noise_bases,n_finite,n_null,n_positive_inf,n_negative_inf,n_anomalous,unit,min,p05,p25,median,p75,p95,max,mean,sd
I,,0,303,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.8584500920212825,1.9340804538791614,1.9951832152670015,2.037190999790244,2.0776745940933727,2.1373899252589275,2.2327501300679553,2.0365470355920268,0.06163203542204169
I,,0,303,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,-1.8534612617752718e-08,-9.00343110563215e-09,-3.967283580424943e-09,-2.5319478395308304e-10,3.795900768238544e-09,8.659997673463886e-09,2.0889631831984737e-08,-1.6607120729347583e-10,5.531664257704662e-09
I,,0,303,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
I,,0,303,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.3481394357243511,0.35939304781495957,0.36834331708048784,0.37442437618708724,0.38022789026456427,0.3886912752596349,0.4019684023859139,0.37426792559669686,0.008881008765815919
I,,0,404,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.7865219894229811,1.9369072813113488,1.9975077802912136,2.0372050378005335,2.0789151561480765,2.14201300289004,2.248789048652861,2.038285992472652,0.06119702860927122
I,,0,404,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.7865219917075572,1.936907276927056,1.997507783767975,2.0372050382762366,2.078915160726816,2.142013007358261,2.2487890459540836,2.0382859925129244,0.061197028550416935
I,,0,404,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,-2.1244168855917236e-08,-9.228085798998411e-09,-3.870172670391136e-09,-1.099928784095356e-10,3.5295127793657375e-09,9.103292692586943e-09,1.9892326299412808e-08,-4.029586635016349e-11,5.589455899951646e-09
I,,0,404,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
I,,0,404,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.3372542414396308,0.35981048880657945,0.3686810810983582,0.3744255051272128,0.3804050538221151,0.3893415486794005,0.40417248432754826,0.3745193366437458,0.008809278817419412
I,,0,505,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.8622128163821738,1.9367213891588908,1.992569130899636,2.0354851603846056,2.0788799671394287,2.1374707396682613,2.2394034295946987,2.0361529328585273,0.061751266124744277
I,,0,505,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.8622128086278165,1.9367213883458683,1.9925691351751325,2.0354851613496185,2.0788799630759884,2.1374707326841094,2.239403424619515,2.0361529328955736,0.06175126618128797
I,,0,505,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,-1.8852538366423e-08,-9.059650022882488e-09,-3.659363935727606e-09,-3.876596415552182e-12,3.6058858270809513e-09,8.97354238401588e-09,2.1826681362883316e-08,-3.707047309405558e-11,5.531948735808762e-09
I,,0,505,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
I,,0,505,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.3487043823142079,0.3597829750283136,0.36796327375914617,0.3741778905061073,0.3803996117616344,0.38870292553963326,0.40288335630186456,0.3742109205639801,0.008893981328546957
I,,0,8128,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.8456754348229896,1.937215959394124,1.9957873607337033,2.0354750053545994,2.0773162828750835,2.1383276625259984,2.230612938276909,2.036759703110012,0.06055518785627778
I,,0,8128,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.8456754317580417,1.9372159603558106,1.995787360366122,2.0354750009028626,2.0773162866184145,2.138327668233614,2.2306129427897163,2.036759703034084,0.06055518809980059
I,,0,8128,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,-1.893458816927164e-08,-8.76642318454056e-09,-3.733311820531023e-09,-8.816701377666434e-11,3.901381799419064e-09,9.29162570175685e-09,1.9041862766612438e-08,7.590526020382109e-11,5.436886867629963e-09
I,,0,8128,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
I,,0,8128,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.34622078714689597,0.35985590949944557,0.3684311489148296,0.37417626517279134,0.3801765412295413,0.38882388140624563,0.40167365975082503,0.3743007734352041,0.00871986732544731
I,,5,101,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,6.845893540904918,6.939155965346965,6.998297328806061,7.039227058776438,7.079486630447512,7.134992528640438,7.256579170398243,7.039019748800312,0.059091289228812426
I,,5,101,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.8458936487579438,1.9391560867640865,1.9982974434758647,2.039227171617351,2.0794867443494365,2.1349926415865643,2.2565792875689574,2.0390198606370764,0.059091289479199914
I,,5,101,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,4.9999998633912375,4.999999876398704,4.999999883187948,4.999999888165633,4.999999893217652,4.999999899802318,4.999999914007407,4.9999998881632175,7.181357296073693e-09
I,,5,101,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
I,,5,101,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.34625214046633934,0.36014190729566975,0.36879558060336326,0.37471788487437335,0.3804863659901663,0.3883542985995901,0.40524093490322993,0.374629187363261,0.008511029997068837
I,,5,202,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,6.847699382743649,6.941304900089327,6.997952978910291,7.0365779169204,7.081026009812077,7.136638662389362,7.247085868743128,7.038285002817128,0.06002921126868335
I,,5,202,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.84769950858969,1.9413050076540732,1.9979530928975047,2.0365780306343804,2.0810261265625507,2.1366387728816094,2.2470859849140545,2.038285114515594,0.06002921112635866
I,,5,202,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,4.999999862382328,4.999999876341768,4.99999988330341,4.999999888491263,4.999999893301988,4.999999900328047,4.999999912918907,4.999999888301517,7.353056920802513e-09
I,,5,202,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
I,,5,202,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.34652439211558894,0.3604580522159415,0.3687460975999146,0.3743351007614012,0.3807057950849616,0.3885855008550306,0.4039391484156141,0.37452154471388205,0.008643390036457308
I,,5,303,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,6.858449978832242,6.934080344897534,6.995183103051493,7.037190883142773,7.077674479632323,7.137389816969317,7.232750030499766,7.036546923691387,0.061632035553780135
I,,5,303,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.858450093521384,1.9340804550162851,1.9951832131149714,2.0371909981765977,2.0776745932505802,2.1373899308741495,2.232750139362565,2.036547035514153,0.06163203548435198
I,,5,303,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,4.999999866492364,4.999999876481475,4.999999883531988,4.999999888329976,4.999999892866952,4.999999900118208,4.999999910857942,4.999999888177217,7.039561756854734e-09
I,,5,303,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
I,,5,303,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.3481394359495109,0.35939304798269006,0.3683433167674861,0.37442437595465095,0.38022789014428304,0.38869127605004705,0.401968403665799,0.3742679255853505,0.008881008774757736
I,,5,404,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,6.78652187941712,6.936907167570446,6.997507665495213,7.037204922966165,7.078915043681739,7.142012886913099,7.248788937969707,7.038285880435795,0.06119702827980241
I,,5,404,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.786521991176149,1.9369072778134595,1.9975077839554838,2.0372050405230993,2.0789151582048464,2.142013005776814,2.248789052961486,2.0382859923421877,0.061197028470579985
I,,5,404,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,4.999999860192207,4.999999875824913,4.999999883046188,4.999999888003377,4.999999893292044,4.999999899900674,4.999999913011438,4.99999988809359,7.45766433402146e-09
I,,5,404,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
I,,5,404,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.3372542413585363,0.3598104889372432,0.36868108112561426,0.37442550545086195,0.3804050533676051,0.3893415484570315,0.40417248528892424,0.37451933661931924,0.008809278805956092
I,,5,505,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,6.8622126800390335,6.936721275981776,6.992569019015139,7.035485047462916,7.078879851288836,7.1374706182757155,7.2394032956955,7.036152821116113,0.06175126670739148
I,,5,505,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.8622128024504645,1.9367213872851212,1.992569137233722,2.035485161794851,2.0788799602015318,2.1374707297857576,2.2394034198344634,2.0361529329627746,0.06175126636943847
I,,5,505,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,4.99999986670729,4.999999875863177,4.999999883116201,4.99999988797285,4.999999893041525,4.99999990041591,4.999999917595478,4.999999888153322,7.429760771343281e-09
I,,5,505,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
I,,5,505,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.34870438138781307,0.35978297487193994,0.3679632740587386,0.374177890570264,0.38039961135154327,0.38870292513167154,0.4028833556439622,0.374210920573277,0.008893981355716566
I,,5,8128,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,6.845675320106662,6.937215855290721,6.995787238430764,7.035474896042357,7.077316170493159,7.1383275447665495,7.230612840362847,7.036759590874073,0.06055518811542132
I,,5,8128,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.8456754331713208,1.9372159606032473,1.995787361271087,2.035475003548409,2.077316283487143,2.1383276586254896,2.2306129439045366,2.036759702886716,0.06055518815612681
I,,5,8128,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,4.9999998646875525,4.999999876205378,4.999999883337431,4.999999888100433,4.999999892768596,4.999999900050303,4.999999912097675,4.999999887987339,7.128179856060995e-09
I,,5,8128,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
I,,5,8128,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.34622078735964845,0.3598559095359176,0.3684311490464359,0.3741762655540209,0.3801765407826467,0.3888238800541009,0.40167365990441345,0.37430077341386364,0.008719867332945214
I,,10,101,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,11.845893700625027,11.93915615129462,11.998297493035889,12.039227223779172,12.079486805224901,12.134992714097596,12.256579334140598,12.039019919391523,0.05909128972333881
I,,10,101,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.8458936464615594,1.9391560805239274,1.99829743779992,2.0392271672760653,2.0794867459510984,2.134992648657036,2.2565792828213085,2.039019860872176,0.05909128979023757
I,,10,101,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,10.000000028295137,10.000000044165603,10.00000005256671,10.000000058548911,10.000000064393955,10.00000007347051,10.000000086250726,10.00000005851935,9.028912018735662e-09
I,,10,101,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
I,,10,101,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.34625214012066224,0.36014190637629023,0.3687955797784005,0.3747178842493313,0.38048636621863674,0.38835429959539236,0.40524093425304736,0.37462918739650647,0.008511030041195309
I,,10,202,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,11.847699566733365,11.941305073103848,11.997953148764028,12.036578098442096,12.081026179917838,12.13663882196785,12.247086030863974,12.038285173137805,0.06002921105015738
I,,10,202,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.8476995086163717,1.9413050177449298,1.9979530976522608,2.036578034855852,2.0810261248862956,2.136638767208768,2.24708597823567,2.0382851145354133,0.060029210933927456
I,,10,202,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,10.000000023520709,10.000000043824322,10.00000005223664,10.00000005857553,10.00000006497346,10.000000074031842,10.000000085720773,10.000000058602394,9.077732980048757e-09
I,,10,202,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
I,,10,202,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.3465243921196037,0.3604580537019194,0.3687460982910263,0.3743351013695655,0.38070579458802134,0.3885855000563824,0.4039391474990186,0.3745215447171182,0.008643390008892348
I,,10,303,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,11.858450158775423,11.934080505901026,11.99518328303835,12.037191057432302,12.077674666757481,12.137389986276624,12.232750191077823,12.036547093973454,0.061632035248216734
I,,10,303,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.8584500988348618,1.9340804481322875,1.9951832241236236,2.037190998425117,2.07767459641947,2.1373899275970274,2.232750132452211,2.036547035756718,0.06163203529341649
I,,10,303,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,10.000000029636194,10.000000043566862,10.00000005234244,10.00000005835109,10.000000064245349,10.000000072695508,10.000000092572769,10.000000058216738,8.901622193148898e-09
I,,10,303,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
I,,10,303,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.34813943674704506,0.3593930469672665,0.36834331836863543,0.37442437599044875,0.38022789059651374,0.38869127558878297,0.4019684027142304,0.37426792562069067,0.00888100874651155
I,,10,404,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,11.78652205466484,11.936907346050024,11.997507843507494,12.037205101752626,12.078915210307994,12.142013090200347,12.248789119781119,12.038286050760215,0.06119702841366206
I,,10,404,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.7865219931184533,1.9369072769789606,1.9975077823500351,2.0372050424325643,2.078915158821498,2.14201302573266,2.248789058090515,2.038285992606253,0.06119702850960416
I,,10,404,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,10.000000030198796,10.000000043718233,10.000000052147689,10.000000058185249,10.00000006405464,10.000000072822779,10.000000091001747,10.000000058153967,8.853148508897442e-09
I,,10,404,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
I,,10,404,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.33725424165493756,0.35981048881423094,0.3686810808922372,0.3744255057259105,0.38040505379106204,0.3893415512630184,0.4041724859925982,0.37451933665727466,0.008809278810350943
I,,10,505,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,11.862212846573637,11.93672143544565,11.992569176852125,12.035485213512008,12.078880023864157,12.137470803065469,12.23940346664562,12.036152991517573,0.06175126620713637
I,,10,505,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.8622127994813817,1.936721392831175,1.992569130916951,2.035485162605891,2.0788799642628257,2.137470733119091,2.2394034205702633,2.0361529328932972,0.061751265838967596
I,,10,505,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,10.000000026016597,10.000000044268425,10.000000052443976,10.000000058697442,10.000000064568022,10.000000073105582,10.000000086443068,10.000000058624279,8.962410141045802e-09
I,,10,505,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
I,,10,505,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.3487043809425505,0.35978297568951795,0.3679632731394498,0.3741778906871358,0.3803996119309346,0.3887029256008605,0.40288335574512807,0.374210920564352,0.008893981279384034
I,,10,8128,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,11.845675485533437,11.937215998467241,11.995787418268797,12.035475055517649,12.0773163352716,12.138327736425357,12.230613005132302,12.036759761608396,0.0605551881781864
I,,10,8128,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.8456754322898095,1.9372159519897885,1.9957873585998767,2.035475000251667,2.0773162835472103,2.138327672173483,2.23061294048807,2.036759702975248,0.060555188229864616
I,,10,8128,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,10.000000029299692,10.000000043984006,10.000000052651206,10.000000058536635,10.000000064641041,10.000000073203122,10.000000085137074,10.000000058633148,8.701080896600613e-09
I,,10,8128,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
I,,10,8128,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.3462207872269474,0.3598559082663081,0.36843114865796833,0.3741762650789505,0.38017654079121666,0.3888238819606977,0.40167365943372785,0.374300773426469,0.008719867343762249
S_00,S_00,0,101,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,2.383690739705137,2.5060957954979055,2.5746906663584204,2.620851406856226,2.669439683293257,2.7413802722247183,2.8664509418264723,2.6211775049165937,0.07145607179666956
S_00,S_00,0,101,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,2.383690738846382,2.5060957951768716,2.574690665830835,2.620851404052731,2.6694396809504233,2.741380275577363,2.866450947307162,2.621177504773949,0.07145607178109604
S_00,S_00,0,101,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,-1.689725014713376e-08,-8.674164938978096e-09,-3.7173861934891003e-09,2.2720374789747507e-10,3.999890743020281e-09,8.924197361922945e-09,1.769137712208145e-08,1.4261584373296513e-10,5.43788427961499e-09
S_00,S_00,0,101,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
S_00,S_00,0,101,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.42239642598180493,0.4384481024181735,0.44724781852109735,0.4530916702441117,0.4591761848638015,0.4680617504095443,0.4831615974717542,0.4530590832665326,0.008999762901535414
S_00,S_00,0,202,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,2.339936419194562,2.5029258391469127,2.568341281345766,2.618382260314961,2.667645149111121,2.7438131409888964,2.888618794346241,2.619394965855868,0.07373285396420759
S_00,S_00,0,202,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,2.3399364234353666,2.5029258380837835,2.5683412845723343,2.6183822639478582,2.6676451465272986,2.7438131419491603,2.888618788254194,2.6193949658782754,0.07373285393744328
S_00,S_00,0,202,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,-1.9247897682368354e-08,-8.759515152395373e-09,-3.773232687403095e-09,-6.194767320622507e-11,3.7122181183364564e-09,9.066216471312345e-09,2.3820347385997717e-08,-2.2436312556122307e-11,5.427345535210548e-09
S_00,S_00,0,202,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
S_00,S_00,0,202,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.41654725163361866,0.43803789005260685,0.4464394760285466,0.4527814073583149,0.4589527009619123,0.468359292723314,0.48579334395979823,0.4528298179621696,0.009279415400010335
S_00,S_00,0,303,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,2.385507332419943,2.5018839918026523,2.574023095610604,2.619601222390755,2.669025240652855,2.743608260431203,2.8651699541030213,2.620743581436791,0.07272935146033856
S_00,S_00,0,303,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,2.385507331669055,2.501883994630274,2.574023094744372,2.619601228196719,2.66902524478651,2.743608253485286,2.8651699508473,2.620743581183718,0.0727293516061568
S_00,S_00,0,303,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,-1.823639868693225e-08,-8.892633158210279e-09,-3.534545727827142e-09,2.1334346922140961e-10,3.9714360914089415e-09,9.402295537808297e-09,1.933156023686972e-08,2.5304432849977384e-10,5.590430533337484e-09
S_00,S_00,0,303,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
S_00,S_00,0,303,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.42263734107090245,0.4379032238896389,0.44716277308612806,0.4529347979869428,0.4591251558503603,0.46833436230318054,0.4830099490540349,0.45300179533028706,0.009156968701626978
S_00,S_00,0,404,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,2.380377892387395,2.503044282063922,2.5694942639228193,2.6198771741619398,2.6690201658356894,2.7404062376566687,2.868237624082704,2.620354719509801,0.07329399617998399
S_00,S_00,0,404,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,2.3803778969475298,2.5030442845686958,2.5694942613574687,2.61987718038022,2.6690201668415106,2.740406238252679,2.8682376200138098,2.6203547193998635,0.07329399612368298
S_00,S_00,0,404,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,-1.8570817328311657e-08,-9.151574177201632e-09,-3.6836995831531593e-09,1.267709709149775e-10,3.815896580403728e-09,9.531425060561364e-09,1.770571763577812e-08,1.0990830550775304e-10,5.638959772331883e-09
S_00,S_00,0,404,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
S_00,S_00,0,404,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.42195533727331247,0.4380533060824001,0.4465856986893421,0.4529692093062464,0.4591242477507663,0.4679432403905239,0.48337463997279373,0.45295162271100586,0.009228621833036499
S_00,S_00,0,505,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,2.376473840539365,2.4997829395725093,2.5690831040822952,2.6201783208558247,2.6677259591350078,2.736691058561175,2.8942117193418184,2.61916101891538,0.07243159272851024
S_00,S_00,0,505,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,2.3764738494275472,2.4997829330819057,2.569083107039481,2.6201783259927467,2.667725956285285,2.7366910567528433,2.8942117206811444,2.6191610188218952,0.07243159293713852
S_00,S_00,0,505,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,-2.0869537758783277e-08,-8.897364896124683e-09,-3.6630723775442696e-09,-4.182360547022545e-11,4.033484054614065e-09,9.130202877297485e-09,1.7677412696095153e-08,9.345597745954138e-11,5.581489931319226e-09
S_00,S_00,0,505,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
S_00,S_00,0,505,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.42143480106446074,0.43763119081886004,0.44653345718384385,0.45300731282257745,0.45896293046180225,0.46748660674175424,0.4864550079828823,0.4528030527695744,0.009124064543660347
S_00,S_00,0,8128,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,2.40195323203557,2.5055130614230148,2.5710765440791916,2.618866892811252,2.6663108287925397,2.7333321799095986,2.878875892922585,2.6192480023864553,0.06957982051184192
S_00,S_00,0,8128,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,2.4019532326922195,2.5055130605674427,2.571076545098196,2.618866896295697,2.666310831476001,2.733332181899694,2.8788758915154355,2.6192480025796296,0.06957982042886948
S_00,S_00,0,8128,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,-1.9086458656152703e-08,-9.529090372353698e-09,-3.98733556470095e-09,-2.0178576346283213e-10,3.539538650945463e-09,8.932825826561407e-09,1.92255362897027e-08,-1.932035320939146e-10,5.5712568113339666e-09
S_00,S_00,0,8128,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
S_00,S_00,0,8128,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.42481906828120314,0.4383724145424441,0.4467879166628469,0.4528418150874587,0.45878628040899516,0.46707437901356313,0.4846383642654077,0.4528198855946259,0.00876404951750418
S_00,S_00,5,101,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,7.383690628387466,7.506095676181742,7.574690538930882,7.620851291224375,7.669439562049146,7.741380166694327,7.866450823335597,7.621177392804654,0.0714560720919896
