run,model,seed,noise_seed,kind,snr,condition,active,prediction_path,sha256,records,probability_cells,max_probability_error,metadata_intensity_seed_thresholds_exact,passed,matrix_sha256,provenance_type
full,tcn,43,8128,ma,10,covariance,all,results/metrics/full/tcn/seed_43/ma_10_covariance_all.npz,13eac85dc998735343bb8d30350e75975686f18edf561603d175b76126b12d7b,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,17,8128,ma,0,independent_rms,all,results/metrics/full/resnet/seed_17/ma_0_independent_rms_all.npz,fa5eb8c5043db04d68888ac59ada35d73fa3b875917cff26d606b4e883932f82,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,29,8128,ma,0,independent_rms,all,results/metrics/full/resnet/seed_29/ma_0_independent_rms_all.npz,9c0c0ad1f158ee80cd2e5ed4bc987aefa1bf260b490a73ebce02755efe136961,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,43,8128,ma,0,independent_rms,all,results/metrics/full/resnet/seed_43/ma_0_independent_rms_all.npz,383e299d49cd04a89ce8594b5066fbc7fd44b5b92ed972fedd1147dd3ac32947,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,17,8128,ma,0,independent_rms,all,results/metrics/full/tcn/seed_17/ma_0_independent_rms_all.npz,ce7e7e5d79b30d7812569c3ed9e9f6b7858d5f6ee6076f4fae7a4e0a4f9536ef,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,29,8128,ma,0,independent_rms,all,results/metrics/full/tcn/seed_29/ma_0_independent_rms_all.npz,ef41b9b6ca4a8e4a181d394e0322cafdfcc127e8e36b72654359f2174de041e2,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,43,8128,ma,0,independent_rms,all,results/metrics/full/tcn/seed_43/ma_0_independent_rms_all.npz,318e1383fa506b0063b845b5a37357c4ff768515339ca74e7511064387bcb2f3,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,17,8128,ma,0,electrode,all,results/metrics/full/resnet/seed_17/ma_0_electrode_all.npz,c5f2c1545644b60939bafdfbb510081877c3d05c979b02a85ae7b807ea7e2bec,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,29,8128,ma,0,electrode,all,results/metrics/full/resnet/seed_29/ma_0_electrode_all.npz,abcb635e2049a3fd0e6ae7f44978253ac518dc9d4b787e44924b9f9e1ab7458b,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,43,8128,ma,0,electrode,all,results/metrics/full/resnet/seed_43/ma_0_electrode_all.npz,5b70689bd1fb1fd54c3149935454c81b66c0a2e7752a61b730acf46cc423bfd2,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,17,8128,ma,0,electrode,all,results/metrics/full/tcn/seed_17/ma_0_electrode_all.npz,d457942532f632f2fff61f9843a3594ba74e8df181287395366266cf19d38b8b,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,29,8128,ma,0,electrode,all,results/metrics/full/tcn/seed_29/ma_0_electrode_all.npz,1cd2feb337cbf7e049823a99b42a22785cb67098bbc8fa0889cac109add83e13,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,43,8128,ma,0,electrode,all,results/metrics/full/tcn/seed_43/ma_0_electrode_all.npz,f512fb307fa6f01c03fc33d60dfd99c855ec51b2bb165a10cddd476f68d6ce04,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,17,8128,ma,0,covariance,all,results/metrics/full/resnet/seed_17/ma_0_covariance_all.npz,b34f9c3e7e43500d3874e860d9df15746327e10419b11d17998e7d2e834bedb1,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,29,8128,ma,0,covariance,all,results/metrics/full/resnet/seed_29/ma_0_covariance_all.npz,c7cbc46449f5570c6c6e435ce3ed76a5343dc3561020b6b4bd12619403c92867,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,43,8128,ma,0,covariance,all,results/metrics/full/resnet/seed_43/ma_0_covariance_all.npz,6006b827558169518515d145dde1cae1026be3ed276b7874ba4e033500c60e57,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,17,8128,ma,0,covariance,all,results/metrics/full/tcn/seed_17/ma_0_covariance_all.npz,80fe58e32e59da28cb85e05fc49f07f9e8b5468ed734a17db9613e64a69f2d28,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,29,8128,ma,0,covariance,all,results/metrics/full/tcn/seed_29/ma_0_covariance_all.npz,091a670984ff070e5c13280a5c2a2dac5048a80e85bd2e63934092efff58cec1,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,43,8128,ma,0,covariance,all,results/metrics/full/tcn/seed_43/ma_0_covariance_all.npz,c7e43468733b82d34a0219e398fa304c8f497d7bdc5d4da1b5d5bcb51bc2bd8d,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,17,8128,em,20,independent_rms,all,results/metrics/full/resnet/seed_17/em_20_independent_rms_all.npz,44902fa3e265a6871025d1ac4d73261fe94df621f35f2961c07e335da73a58b0,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,29,8128,em,20,independent_rms,all,results/metrics/full/resnet/seed_29/em_20_independent_rms_all.npz,cca77e29da5c83ead33fe60d59161b3e7f3887b6ceaf1c5d4dc4c01bb5baa7b5,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,43,8128,em,20,independent_rms,all,results/metrics/full/resnet/seed_43/em_20_independent_rms_all.npz,7cecf560539087e552ba32a415587723ac26f8848dad2aa08225e1e9861ad414,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,17,8128,em,20,independent_rms,all,results/metrics/full/tcn/seed_17/em_20_independent_rms_all.npz,f8e35e5d30447441f6e6547430b4f010f371f66bc396a5538f71cb4e9b799786,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,29,8128,em,20,independent_rms,all,results/metrics/full/tcn/seed_29/em_20_independent_rms_all.npz,c2eda3fab2f31416ad915b7bbfef42f9d449a45f9c213cafc7e16471bec392d5,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,43,8128,em,20,independent_rms,all,results/metrics/full/tcn/seed_43/em_20_independent_rms_all.npz,6474507771212728c1f2cd486bc98e184a245d7bced33e5833611bab344c33b8,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,17,8128,em,20,electrode,all,results/metrics/full/resnet/seed_17/em_20_electrode_all.npz,ea4ef8bf2f89d81b1df2964b9400c7172e2504c55376a8216cffc1373a437ed7,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,29,8128,em,20,electrode,all,results/metrics/full/resnet/seed_29/em_20_electrode_all.npz,21c16e053295564d38d18abb20b56a3dfcf6e1d9f9274cbd430085c09721053f,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,43,8128,em,20,electrode,all,results/metrics/full/resnet/seed_43/em_20_electrode_all.npz,238754c3c0927c87301d4ff81e0aedf00956c0b3e0c15c0cdd69856772397b01,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,17,8128,em,20,electrode,all,results/metrics/full/tcn/seed_17/em_20_electrode_all.npz,262e7ca3fa73b2c95f3a3dd8d346b0ac15860896e323104cf141aae7c83921dc,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,29,8128,em,20,electrode,all,results/metrics/full/tcn/seed_29/em_20_electrode_all.npz,41388a658eef1bc2027daa8ab76c0d089773288eb1165cc3bd7e13e8293d494d,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,43,8128,em,20,electrode,all,results/metrics/full/tcn/seed_43/em_20_electrode_all.npz,813520625911c50b72aa9aed9cf66d724494afecb5d2ca701b681dd5c7889372,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,17,8128,em,20,covariance,all,results/metrics/full/resnet/seed_17/em_20_covariance_all.npz,8c5a263dc9d663ed0867c4ba3a0926c0b0a9261165208a31a344ff1f3741e8b4,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,29,8128,em,20,covariance,all,results/metrics/full/resnet/seed_29/em_20_covariance_all.npz,d638d757c6788f2a173d396ebc2be5d6590bb7bd27f1061926a5618878da385b,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,43,8128,em,20,covariance,all,results/metrics/full/resnet/seed_43/em_20_covariance_all.npz,48878a9361f7b58690f94b07e756d35782d5f70e3cda39efed35d9c7001190f6,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,17,8128,em,20,covariance,all,results/metrics/full/tcn/seed_17/em_20_covariance_all.npz,0ba085dc543f7636c0f9b4202f275ed81273423f983328e6c8f79937cecda818,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,29,8128,em,20,covariance,all,results/metrics/full/tcn/seed_29/em_20_covariance_all.npz,ff200518c0d9d429763d0e903ca22d1aebbcbb047208e25f9430b76fe371679b,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,43,8128,em,20,covariance,all,results/metrics/full/tcn/seed_43/em_20_covariance_all.npz,b63eb7b9530ba30c8ffc7e12b637f67da0a38dcf40590fa4594f30f2c0362080,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,17,8128,em,10,independent_rms,all,results/metrics/full/resnet/seed_17/em_10_independent_rms_all.npz,b6ef4d6e450352f7dad0c7d98d4749096ce44ffc89022c0d815410ff2b7f0e17,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,29,8128,em,10,independent_rms,all,results/metrics/full/resnet/seed_29/em_10_independent_rms_all.npz,ea8e1bbd7338f65a585c8e310e3cecffad63b7be5faa51c01cc020c0ff6190f9,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,43,8128,em,10,independent_rms,all,results/metrics/full/resnet/seed_43/em_10_independent_rms_all.npz,7e91ecc78e14d84e2b1d8d0e1e9cfc505314fe1f4261541b2e4a096c8d4d6dac,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,17,8128,em,10,independent_rms,all,results/metrics/full/tcn/seed_17/em_10_independent_rms_all.npz,992662ba343654caf1c0cdaa40db528227b822552a66de111e6e7c22b8981b7e,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,29,8128,em,10,independent_rms,all,results/metrics/full/tcn/seed_29/em_10_independent_rms_all.npz,eb6d1496c47e661928cb9ac523133ead7918088c3c195dd7c6afc091ae1914c1,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,43,8128,em,10,independent_rms,all,results/metrics/full/tcn/seed_43/em_10_independent_rms_all.npz,85ce31d7c294165750ade27ff36e16fe1c3fd11e9a89a0ad281b04a3637f8b36,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,17,8128,em,10,electrode,all,results/metrics/full/resnet/seed_17/em_10_electrode_all.npz,633154df97c18032449b6a602309e4d32d630f5cac7a8d61e8003ffbd9471e57,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,29,8128,em,10,electrode,all,results/metrics/full/resnet/seed_29/em_10_electrode_all.npz,1aec0f3b6f77707f4e3c68d8c9a3efa97927431f6b8c9ba17148eeca27f77036,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,43,8128,em,10,electrode,all,results/metrics/full/resnet/seed_43/em_10_electrode_all.npz,472440cf5f26c0cb85c440f8726edc4a4cfffd109f3308230f5fd8160875dbf3,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,17,8128,em,10,electrode,all,results/metrics/full/tcn/seed_17/em_10_electrode_all.npz,bd720a9cca906ed72178c84511a4000b2fee4ac0447796c1a48157927b74606b,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,29,8128,em,10,electrode,all,results/metrics/full/tcn/seed_29/em_10_electrode_all.npz,36e97f4a07631b0190eb929b36d552d37a5797de6ab92f2cec77e5b4bb3e4586,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,43,8128,em,10,electrode,all,results/metrics/full/tcn/seed_43/em_10_electrode_all.npz,a44e80db6d16e914cb08253a6f777843c6c751853117113ae09866fd9de2aa36,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,17,8128,em,10,covariance,all,results/metrics/full/resnet/seed_17/em_10_covariance_all.npz,157e9bd6f79b826cf859d9956015fecbcbd22d50625ff5dfb2916fda8715bc50,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,29,8128,em,10,covariance,all,results/metrics/full/resnet/seed_29/em_10_covariance_all.npz,55112cae287c3afa6c52669b8787936085b952d36ab593448e4916698e83a6b0,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,43,8128,em,10,covariance,all,results/metrics/full/resnet/seed_43/em_10_covariance_all.npz,b641d86e8950d98f61f898cfaa58d4a8024838c3a76b3a95edfdadf654514c0e,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,17,8128,em,10,covariance,all,results/metrics/full/tcn/seed_17/em_10_covariance_all.npz,b66333d6e28c5e4b6a540b599972af4491d4d1dd8ebfffdb4d40492bb978824b,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,29,8128,em,10,covariance,all,results/metrics/full/tcn/seed_29/em_10_covariance_all.npz,5867c64d3540a2b65f37c6f1e35b8bdaf2f1d72735c38938da36dfebe0b6439b,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,43,8128,em,10,covariance,all,results/metrics/full/tcn/seed_43/em_10_covariance_all.npz,648d8f9fb5b7e00cc6d5d7cd59e3b593be8e951145a039215bb6213d360ba702,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,17,8128,em,0,independent_rms,all,results/metrics/full/resnet/seed_17/em_0_independent_rms_all.npz,b9531bd4c58210a8e2c673bce4bb5c324c54e246a9367d01d934e8c7c31e4fa0,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,29,8128,em,0,independent_rms,all,results/metrics/full/resnet/seed_29/em_0_independent_rms_all.npz,2624d78cc9e3db3f134e5fa3fd07133939c30554441a1757224b9ce5e5c8e3c1,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,43,8128,em,0,independent_rms,all,results/metrics/full/resnet/seed_43/em_0_independent_rms_all.npz,058dec6cde885b74bb5daa0b7193fafac4fbcce8a95d57d1beaba5167595428c,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,17,8128,em,0,independent_rms,all,results/metrics/full/tcn/seed_17/em_0_independent_rms_all.npz,f28cc1b5f6002e16cd80992de2e7b34f5753de008d8376941dd5eaf3b46d89d0,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,29,8128,em,0,independent_rms,all,results/metrics/full/tcn/seed_29/em_0_independent_rms_all.npz,1df09b1446aa9a88d741147d978939033123f7e0370cb83646cb4771c85824e2,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,43,8128,em,0,independent_rms,all,results/metrics/full/tcn/seed_43/em_0_independent_rms_all.npz,7c333ec4a05c2e5d738953a0593daeb4d7723032bd2b4da90863081258ae1008,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,17,8128,em,0,electrode,all,results/metrics/full/resnet/seed_17/em_0_electrode_all.npz,602b3e1f700aa3e62980257cd27640ec0befea931b8c042609e3db62e1a2d4b8,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,29,8128,em,0,electrode,all,results/metrics/full/resnet/seed_29/em_0_electrode_all.npz,4d5d90227d88c58e36c791c06ff1d868a1da815d6acbc68e4e439894ca9f737b,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,43,8128,em,0,electrode,all,results/metrics/full/resnet/seed_43/em_0_electrode_all.npz,88de7183c69dde618a8703ebf29eba9ccfc6e8000b85f457a430993142888241,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,17,8128,em,0,electrode,all,results/metrics/full/tcn/seed_17/em_0_electrode_all.npz,e44203e67b9d891f79d6d366b0b7afbffbc7b77c7eb61ec051c98c8a2c54beb7,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,29,8128,em,0,electrode,all,results/metrics/full/tcn/seed_29/em_0_electrode_all.npz,1136f322aefac29f5132fbfd16c762b52bbfb95f927e5d779593439874f3a3dd,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,43,8128,em,0,electrode,all,results/metrics/full/tcn/seed_43/em_0_electrode_all.npz,1990eeca213cf29dd30c42886a4c24ad3d282c443d87a0558319371e00604e0c,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,17,8128,em,0,covariance,all,results/metrics/full/resnet/seed_17/em_0_covariance_all.npz,a171ee30ca7606511cc977fee8f2fd494d0a95bf1cc42196298a1d7b7524cbb8,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,29,8128,em,0,covariance,all,results/metrics/full/resnet/seed_29/em_0_covariance_all.npz,a197cb59e2041fdcb5a3811ee36185a5b6f99d9b817a3a9e99d07c4ce8f456d6,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,43,8128,em,0,covariance,all,results/metrics/full/resnet/seed_43/em_0_covariance_all.npz,6cca5250bec9fa00b2184c350a72c08313174d73d1aa6aebe11d9e2ca9a13bce,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,17,8128,em,0,covariance,all,results/metrics/full/tcn/seed_17/em_0_covariance_all.npz,07dc0a7bcf545717fe51587cb1d5e835bdbf84f5d65c398167a35620a59539bd,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,29,8128,em,0,covariance,all,results/metrics/full/tcn/seed_29/em_0_covariance_all.npz,45c2488b8e1f4540a2bfb6c115a3afef0c63f96033e189ddb3bca7b9eddc71f6,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,43,8128,em,0,covariance,all,results/metrics/full/tcn/seed_43/em_0_covariance_all.npz,a17d67e718f6bb96986df8f0c8a8e5bfa8a74dbf7427e6ba3f9b889903ca8979,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,17,8128,bandpass,10,independent_rms,RA,results/metrics/full/resnet/seed_17/bandpass_10_independent_rms_RA.npz,0337a70708f5f3f0ac801cae60affa0b1cdb73beb8135736e708c36e18594684,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,29,8128,bandpass,10,independent_rms,RA,results/metrics/full/resnet/seed_29/bandpass_10_independent_rms_RA.npz,946801e04cdb549082150220c6f98abcbd2fb5e921366c3e79dcdb9d1a27aa3f,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,43,8128,bandpass,10,independent_rms,RA,results/metrics/full/resnet/seed_43/bandpass_10_independent_rms_RA.npz,185783cf31450377582e17472edd9072f4d505d9e9c07a7e13433545dfdbc1c0,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,17,8128,bandpass,10,independent_rms,RA,results/metrics/full/tcn/seed_17/bandpass_10_independent_rms_RA.npz,d3686f85e3ebff4a39774ee123499dc6096d7dd47dc40de6a0c849ae10062d58,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,29,8128,bandpass,10,independent_rms,RA,results/metrics/full/tcn/seed_29/bandpass_10_independent_rms_RA.npz,d58b443ee77f3a788e97ad53b7a4b1962bccf19fbba9f3b007d49a5f18c2398b,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,43,8128,bandpass,10,independent_rms,RA,results/metrics/full/tcn/seed_43/bandpass_10_independent_rms_RA.npz,4ca36e2610fa3338d0d940b69807d98a1d1e99df807b01aaedb364492f18566e,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,17,8128,bandpass,10,electrode,RA,results/metrics/full/resnet/seed_17/bandpass_10_electrode_RA.npz,b26e4af66e761f228bf9fd37ab96c59366d920f00eb332d4df79d437e60b3317,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,29,8128,bandpass,10,electrode,RA,results/metrics/full/resnet/seed_29/bandpass_10_electrode_RA.npz,f643438df50ed98844efb56e5d2f9e5091a1e5a929d913193261923a33a537e6,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,43,8128,bandpass,10,electrode,RA,results/metrics/full/resnet/seed_43/bandpass_10_electrode_RA.npz,da159ab3acfd3cbc3673a10c8efa751f42e8f6cbeeb51946232601529258edbc,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,17,8128,bandpass,10,electrode,RA,results/metrics/full/tcn/seed_17/bandpass_10_electrode_RA.npz,b584f851de2aa430b6631152904b882267224ef2fb09bbd599768cc2ec1e6121,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,29,8128,bandpass,10,electrode,RA,results/metrics/full/tcn/seed_29/bandpass_10_electrode_RA.npz,523671593b604aea797ddfd66b8c5f28de8c0d3669a0e8ad159ea38fd679011f,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,43,8128,bandpass,10,electrode,RA,results/metrics/full/tcn/seed_43/bandpass_10_electrode_RA.npz,046059225d31297cb85daf4da55c10dd42c2984afcfcd6efc0d747d53941cd08,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
