kind,condition,lead_i,lead_j,covariance
bandpass,covariance,V2,V3,0.001099591721193634
bandpass,covariance,V2,V4,0.001129003903662838
bandpass,covariance,V2,V5,0.0010506799864198968
bandpass,covariance,V2,V6,0.0010840443254670385
bandpass,covariance,V3,I,-5.452193799747815e-05
bandpass,covariance,V3,II,-7.718425946911081e-05
bandpass,covariance,V3,III,-2.2662321471632826e-05
bandpass,covariance,V3,aVR,6.585309873329455e-05
bandpass,covariance,V3,aVL,-1.5929808262922628e-05
bandpass,covariance,V3,aVF,-4.9923290470371934e-05
bandpass,covariance,V3,V1,0.001079777442503143
bandpass,covariance,V3,V2,0.001099591721193634
bandpass,covariance,V3,V3,0.004326295482356361
bandpass,covariance,V3,V4,0.0010889692068010324
bandpass,covariance,V3,V5,0.0010719584950565529
bandpass,covariance,V3,V6,0.0010604623994460794
bandpass,covariance,V4,I,-4.675049064206608e-05
bandpass,covariance,V4,II,-1.1618359150170757e-05
bandpass,covariance,V4,III,3.513213149189515e-05
bandpass,covariance,V4,aVR,2.918442489611872e-05
bandpass,covariance,V4,aVL,-4.094131106698056e-05
bandpass,covariance,V4,aVF,1.1756886170861818e-05
bandpass,covariance,V4,V1,0.0011467703497849565
bandpass,covariance,V4,V2,0.001129003903662838
bandpass,covariance,V4,V3,0.0010889692068010324
bandpass,covariance,V4,V4,0.004374037341066953
bandpass,covariance,V4,V5,0.0010593120970973024
bandpass,covariance,V4,V6,0.0010990856946483825
bandpass,covariance,V5,I,-6.589282570999636e-05
bandpass,covariance,V5,II,-3.597476512634532e-05
bandpass,covariance,V5,III,2.9918060583650995e-05
bandpass,covariance,V5,aVR,5.0933795418170906e-05
bandpass,covariance,V5,aVL,-4.790544314682369e-05
bandpass,covariance,V5,aVF,-3.0283522713471563e-06
bandpass,covariance,V5,V1,0.0010449367803659333
bandpass,covariance,V5,V2,0.0010506799864198968
bandpass,covariance,V5,V3,0.0010719584950565529
bandpass,covariance,V5,V4,0.0010593120970973024
bandpass,covariance,V5,V5,0.004377621630607299
bandpass,covariance,V5,V6,0.0010541956224389749
bandpass,covariance,V6,I,-5.882191308837931e-05
bandpass,covariance,V6,II,1.3478833713634146e-05
bandpass,covariance,V6,III,7.230074680201335e-05
bandpass,covariance,V6,aVR,2.26715396873727e-05
bandpass,covariance,V6,aVL,-6.55613299451964e-05
bandpass,covariance,V6,aVF,4.288979025782334e-05
bandpass,covariance,V6,V1,0.001074942185900183
bandpass,covariance,V6,V2,0.0010840443254670385
bandpass,covariance,V6,V3,0.0010604623994460794
bandpass,covariance,V6,V4,0.0010990856946483825
bandpass,covariance,V6,V5,0.0010541956224389749
bandpass,covariance,V6,V6,0.004341978046721219
